lead_id,created_date,company_name,lead_source,industry,company_size,region,lead_status
2251,2024-10-23,Company_02251,Website,Technology,Enterprise,Hong Kong,New
2252,2025-01-11,Company_02252,Outbound,Healthcare,SMB,Taiwan,New
2253,2025-04-20,Company_02253,Paid Ads,Healthcare,SMB,Singapore,New
2254,2025-04-13,Company_02254,Website,Healthcare,SMB,Singapore,New
2255,2024-02-04,Company_02255,Referral,Professional Services,Mid-Market,Taiwan,New
2256,2024-12-29,Company_02256,Event,Healthcare,Enterprise,Hong Kong,New
2257,2024-10-10,Company_02257,Website,Retail,SMB,Japan,New
2258,2024-12-23,Company_02258,Partner,Financial Services,SMB,Taiwan,New
2259,2024-06-27,Company_02259,Outbound,Manufacturing,Mid-Market,Singapore,New
2260,2025-04-15,Company_02260,Outbound,Retail,SMB,Singapore,New
2261,2025-02-07,Company_02261,Website,Professional Services,SMB,Hong Kong,New
2262,2025-09-12,Company_02262,Outbound,Financial Services,Mid-Market,Singapore,New
2263,2024-05-12,Company_02263,Outbound,Financial Services,Enterprise,Singapore,New
2264,2025-08-21,Company_02264,Referral,Healthcare,SMB,Taiwan,New
2265,2024-06-11,Company_02265,Website,Professional Services,SMB,Hong Kong,New
2266,2024-11-27,Company_02266,Outbound,Professional Services,Mid-Market,Taiwan,New
2267,2024-06-27,Company_02267,Outbound,Healthcare,Mid-Market,Hong Kong,New
2268,2024-03-06,Company_02268,Website,Manufacturing,SMB,Taiwan,New
2269,2025-03-28,Company_02269,Outbound,Financial Services,Mid-Market,Taiwan,New
2270,2024-06-27,Company_02270,Paid Ads,Professional Services,SMB,Japan,New
2271,2025-10-14,Company_02271,Referral,Retail,SMB,Hong Kong,New
2272,2025-03-24,Company_02272,Outbound,Retail,SMB,Japan,New
2273,2025-03-20,Company_02273,Outbound,Retail,SMB,Taiwan,New
2274,2025-10-06,Company_02274,Event,Technology,SMB,Japan,New
2275,2024-01-06,Company_02275,Paid Ads,Healthcare,Mid-Market,Taiwan,New
2276,2024-12-14,Company_02276,Website,Professional Services,Enterprise,Hong Kong,New
2277,2024-07-13,Company_02277,Outbound,Financial Services,Mid-Market,Singapore,New
2278,2024-12-31,Company_02278,Referral,Financial Services,Enterprise,Taiwan,New
2279,2025-03-25,Company_02279,Paid Ads,Healthcare,Enterprise,Taiwan,New
2280,2024-05-10,Company_02280,Outbound,Manufacturing,SMB,Hong Kong,New
2281,2024-08-24,Company_02281,Website,Financial Services,SMB,Japan,New
2282,2024-10-23,Company_02282,Partner,Manufacturing,SMB,Singapore,New
2283,2024-03-10,Company_02283,Partner,Retail,Enterprise,Taiwan,New
2284,2025-07-01,Company_02284,Referral,Financial Services,Enterprise,Singapore,New
2285,2025-02-12,Company_02285,Referral,Financial Services,Mid-Market,Taiwan,New
2286,2025-08-19,Company_02286,Paid Ads,Manufacturing,Mid-Market,Taiwan,New
2287,2024-12-12,Company_02287,Paid Ads,Retail,SMB,Taiwan,New
2288,2024-05-22,Company_02288,Website,Professional Services,SMB,Taiwan,New
2289,2024-08-29,Company_02289,Paid Ads,Financial Services,Enterprise,Taiwan,New
2290,2024-12-20,Company_02290,Event,Healthcare,Mid-Market,Taiwan,New
2291,2025-07-18,Company_02291,Paid Ads,Retail,SMB,Taiwan,New
2292,2024-04-16,Company_02292,Website,Financial Services,SMB,Singapore,New
2293,2025-03-17,Company_02293,Paid Ads,Retail,SMB,Taiwan,New
2294,2024-01-27,Company_02294,Outbound,Retail,SMB,Hong Kong,New
2295,2025-11-29,Company_02295,Outbound,Technology,Mid-Market,Taiwan,New
2296,2025-01-31,Company_02296,Outbound,Professional Services,SMB,Hong Kong,New
2297,2025-07-16,Company_02297,Website,Healthcare,SMB,Singapore,New
2298,2024-12-26,Company_02298,Website,Healthcare,Enterprise,Japan,New
2299,2024-08-25,Company_02299,Website,Technology,SMB,Taiwan,New
2300,2024-01-16,Company_02300,Partner,Retail,Mid-Market,Taiwan,New
2301,2024-02-28,Company_02301,Website,Retail,SMB,Singapore,New
2302,2024-12-24,Company_02302,Referral,Retail,Enterprise,Japan,New
2303,2025-09-12,Company_02303,Paid Ads,Professional Services,SMB,Taiwan,New
2304,2024-03-19,Company_02304,Website,Financial Services,SMB,Singapore,New
2305,2024-08-13,Company_02305,Paid Ads,Manufacturing,Enterprise,Singapore,New
2306,2025-10-31,Company_02306,Website,Manufacturing,SMB,Taiwan,New
2307,2024-02-25,Company_02307,Paid Ads,Healthcare,Mid-Market,Hong Kong,New
2308,2024-10-13,Company_02308,Website,Retail,Mid-Market,Japan,New
2309,2024-11-08,Company_02309,Outbound,Retail,SMB,Japan,New
2310,2024-02-06,Company_02310,Event,Professional Services,SMB,Hong Kong,New
2311,2024-04-26,Company_02311,Website,Technology,SMB,Hong Kong,New
2312,2024-11-03,Company_02312,Outbound,Technology,SMB,Hong Kong,New
2313,2025-05-22,Company_02313,Website,Healthcare,SMB,Taiwan,New
2314,2024-08-17,Company_02314,Website,Retail,Mid-Market,Taiwan,New
2315,2025-11-07,Company_02315,Paid Ads,Financial Services,Mid-Market,Taiwan,New
2316,2025-09-15,Company_02316,Outbound,Manufacturing,Enterprise,Singapore,New
2317,2025-08-28,Company_02317,Website,Technology,SMB,Hong Kong,New
2318,2025-03-13,Company_02318,Outbound,Professional Services,Mid-Market,Taiwan,New
2319,2025-07-20,Company_02319,Paid Ads,Professional Services,Enterprise,Singapore,New
2320,2025-07-01,Company_02320,Paid Ads,Financial Services,Mid-Market,Singapore,New
2321,2024-06-15,Company_02321,Event,Healthcare,Mid-Market,Japan,New
2322,2024-05-15,Company_02322,Partner,Manufacturing,Mid-Market,Singapore,New
2323,2024-03-28,Company_02323,Event,Financial Services,SMB,Hong Kong,New
2324,2024-02-09,Company_02324,Referral,Manufacturing,SMB,Singapore,New
2325,2025-10-30,Company_02325,Outbound,Financial Services,SMB,Singapore,New
2326,2025-08-05,Company_02326,Outbound,Manufacturing,Mid-Market,Hong Kong,New
2327,2025-04-18,Company_02327,Website,Technology,SMB,Singapore,New
2328,2025-05-06,Company_02328,Referral,Financial Services,SMB,Taiwan,New
2329,2025-08-16,Company_02329,Partner,Manufacturing,Enterprise,Singapore,New
2330,2024-03-06,Company_02330,Paid Ads,Manufacturing,Mid-Market,Singapore,New
2331,2024-09-22,Company_02331,Partner,Retail,SMB,Japan,New
2332,2024-05-30,Company_02332,Partner,Professional Services,SMB,Taiwan,New
2333,2025-11-01,Company_02333,Website,Professional Services,SMB,Hong Kong,New
2334,2025-08-16,Company_02334,Paid Ads,Financial Services,Mid-Market,Taiwan,New
2335,2024-09-22,Company_02335,Event,Technology,Mid-Market,Singapore,New
2336,2025-07-07,Company_02336,Outbound,Financial Services,SMB,Taiwan,New
2337,2024-03-20,Company_02337,Referral,Technology,SMB,Japan,New
2338,2024-07-27,Company_02338,Paid Ads,Manufacturing,Mid-Market,Hong Kong,New
2339,2024-03-14,Company_02339,Referral,Manufacturing,SMB,Singapore,New
2340,2025-09-13,Company_02340,Outbound,Manufacturing,Enterprise,Singapore,New
2341,2025-04-26,Company_02341,Partner,Manufacturing,Mid-Market,Japan,New
2342,2025-01-12,Company_02342,Website,Retail,Enterprise,Taiwan,New
2343,2024-04-18,Company_02343,Referral,Manufacturing,SMB,Singapore,New
2344,2024-08-08,Company_02344,Paid Ads,Financial Services,SMB,Japan,New
2345,2025-01-25,Company_02345,Outbound,Professional Services,SMB,Taiwan,New
2346,2024-08-17,Company_02346,Referral,Financial Services,Mid-Market,Hong Kong,New
2347,2025-07-05,Company_02347,Outbound,Financial Services,Mid-Market,Hong Kong,New
2348,2025-11-06,Company_02348,Referral,Healthcare,SMB,Japan,New
2349,2025-08-12,Company_02349,Website,Retail,SMB,Singapore,New
2350,2024-08-24,Company_02350,Paid Ads,Professional Services,Enterprise,Japan,New
2351,2025-03-31,Company_02351,Outbound,Healthcare,SMB,Singapore,New
2352,2025-07-27,Company_02352,Referral,Manufacturing,Mid-Market,Japan,New
2353,2025-04-04,Company_02353,Outbound,Retail,Mid-Market,Japan,New
2354,2025-07-04,Company_02354,Website,Healthcare,Mid-Market,Japan,New
2355,2025-09-12,Company_02355,Website,Manufacturing,SMB,Taiwan,New
2356,2024-03-24,Company_02356,Paid Ads,Financial Services,Enterprise,Hong Kong,New
2357,2025-10-09,Company_02357,Partner,Retail,Enterprise,Hong Kong,New
2358,2024-01-16,Company_02358,Website,Healthcare,SMB,Hong Kong,New
2359,2024-04-13,Company_02359,Website,Technology,Mid-Market,Taiwan,New
2360,2025-12-07,Company_02360,Website,Technology,SMB,Hong Kong,New
2361,2025-03-08,Company_02361,Paid Ads,Healthcare,Mid-Market,Japan,New
2362,2025-12-30,Company_02362,Website,Manufacturing,Enterprise,Singapore,New
2363,2025-08-28,Company_02363,Referral,Technology,Enterprise,Taiwan,New
2364,2024-03-16,Company_02364,Outbound,Manufacturing,Enterprise,Hong Kong,New
2365,2025-10-07,Company_02365,Paid Ads,Healthcare,SMB,Hong Kong,New
2366,2025-12-17,Company_02366,Website,Retail,Mid-Market,Taiwan,New
2367,2024-06-04,Company_02367,Partner,Financial Services,Mid-Market,Hong Kong,New
2368,2025-01-23,Company_02368,Paid Ads,Retail,SMB,Singapore,New
2369,2024-04-09,Company_02369,Website,Healthcare,SMB,Hong Kong,New
2370,2024-10-19,Company_02370,Paid Ads,Manufacturing,Mid-Market,Japan,New
2371,2024-02-12,Company_02371,Outbound,Professional Services,Enterprise,Japan,New
2372,2025-03-16,Company_02372,Referral,Financial Services,Enterprise,Singapore,New
2373,2024-04-11,Company_02373,Paid Ads,Retail,SMB,Singapore,New
2374,2025-05-13,Company_02374,Paid Ads,Retail,SMB,Singapore,New
2375,2025-09-12,Company_02375,Outbound,Retail,Mid-Market,Japan,New
2376,2024-04-08,Company_02376,Website,Financial Services,Mid-Market,Taiwan,New
2377,2025-09-04,Company_02377,Partner,Financial Services,SMB,Japan,New
2378,2024-01-07,Company_02378,Paid Ads,Technology,SMB,Singapore,New
2379,2025-08-07,Company_02379,Paid Ads,Healthcare,SMB,Hong Kong,New
2380,2024-10-29,Company_02380,Partner,Professional Services,Mid-Market,Taiwan,New
2381,2025-03-31,Company_02381,Partner,Healthcare,SMB,Japan,New
2382,2024-10-12,Company_02382,Outbound,Technology,Enterprise,Taiwan,New
2383,2024-08-15,Company_02383,Outbound,Manufacturing,SMB,Singapore,New
2384,2024-10-09,Company_02384,Paid Ads,Professional Services,SMB,Taiwan,New
2385,2025-12-24,Company_02385,Outbound,Technology,SMB,Singapore,New
2386,2024-07-13,Company_02386,Outbound,Professional Services,Mid-Market,Taiwan,New
2387,2025-10-11,Company_02387,Referral,Retail,SMB,Hong Kong,New
2388,2024-08-13,Company_02388,Outbound,Manufacturing,SMB,Hong Kong,New
2389,2024-07-10,Company_02389,Outbound,Manufacturing,SMB,Taiwan,New
2390,2025-06-12,Company_02390,Partner,Professional Services,SMB,Hong Kong,New
2391,2024-03-09,Company_02391,Paid Ads,Financial Services,SMB,Japan,New
2392,2024-02-09,Company_02392,Paid Ads,Manufacturing,Mid-Market,Japan,New
2393,2025-10-15,Company_02393,Paid Ads,Financial Services,Mid-Market,Japan,New
2394,2024-11-03,Company_02394,Outbound,Manufacturing,Mid-Market,Hong Kong,New
2395,2025-10-07,Company_02395,Paid Ads,Manufacturing,SMB,Singapore,New
2396,2024-04-08,Company_02396,Website,Manufacturing,SMB,Hong Kong,New
2397,2024-11-29,Company_02397,Website,Healthcare,SMB,Hong Kong,New
2398,2024-11-22,Company_02398,Outbound,Manufacturing,Mid-Market,Japan,New
2399,2025-05-10,Company_02399,Outbound,Healthcare,Mid-Market,Japan,New
2400,2024-01-30,Company_02400,Website,Financial Services,SMB,Hong Kong,New
2401,2024-03-03,Company_02401,Referral,Manufacturing,SMB,Singapore,New
2402,2025-02-25,Company_02402,Paid Ads,Healthcare,SMB,Singapore,New
2403,2024-02-25,Company_02403,Website,Professional Services,SMB,Taiwan,New
2404,2024-11-11,Company_02404,Paid Ads,Retail,Mid-Market,Japan,New
2405,2025-07-02,Company_02405,Website,Professional Services,SMB,Singapore,New
2406,2024-05-12,Company_02406,Referral,Technology,Enterprise,Taiwan,New
2407,2025-01-23,Company_02407,Website,Professional Services,SMB,Singapore,New
2408,2025-07-20,Company_02408,Website,Technology,SMB,Singapore,New
2409,2025-07-02,Company_02409,Website,Retail,Mid-Market,Hong Kong,New
2410,2024-08-22,Company_02410,Website,Retail,Enterprise,Singapore,New
2411,2025-02-27,Company_02411,Website,Professional Services,SMB,Taiwan,New
2412,2024-02-06,Company_02412,Outbound,Financial Services,SMB,Hong Kong,New
2413,2025-05-11,Company_02413,Website,Manufacturing,SMB,Japan,New
2414,2025-10-08,Company_02414,Outbound,Retail,SMB,Taiwan,New
2415,2025-01-21,Company_02415,Outbound,Retail,Mid-Market,Singapore,New
2416,2024-03-27,Company_02416,Website,Financial Services,Mid-Market,Hong Kong,New
2417,2024-01-21,Company_02417,Website,Financial Services,Mid-Market,Japan,New
2418,2024-04-07,Company_02418,Outbound,Healthcare,SMB,Singapore,New
2419,2024-11-27,Company_02419,Paid Ads,Professional Services,SMB,Singapore,New
2420,2025-04-14,Company_02420,Website,Manufacturing,Enterprise,Hong Kong,New
2421,2025-01-20,Company_02421,Website,Technology,SMB,Hong Kong,New
2422,2025-07-28,Company_02422,Website,Manufacturing,Enterprise,Japan,New
2423,2025-01-26,Company_02423,Website,Healthcare,Mid-Market,Singapore,New
2424,2025-07-13,Company_02424,Outbound,Healthcare,SMB,Taiwan,New
2425,2025-02-10,Company_02425,Outbound,Healthcare,SMB,Taiwan,New
2426,2025-10-20,Company_02426,Paid Ads,Retail,Mid-Market,Taiwan,New
2427,2024-04-07,Company_02427,Referral,Retail,Enterprise,Hong Kong,New
2428,2025-08-30,Company_02428,Website,Retail,SMB,Hong Kong,New
2429,2025-06-19,Company_02429,Outbound,Financial Services,Mid-Market,Taiwan,New
2430,2025-05-20,Company_02430,Website,Manufacturing,Mid-Market,Japan,New
2431,2024-02-07,Company_02431,Paid Ads,Financial Services,Mid-Market,Taiwan,New
2432,2024-10-01,Company_02432,Outbound,Financial Services,Mid-Market,Hong Kong,New
2433,2024-11-16,Company_02433,Event,Retail,SMB,Hong Kong,New
2434,2025-06-10,Company_02434,Referral,Professional Services,Enterprise,Taiwan,New
2435,2024-04-17,Company_02435,Paid Ads,Technology,SMB,Taiwan,New
2436,2024-06-14,Company_02436,Referral,Technology,SMB,Hong Kong,New
2437,2024-04-26,Company_02437,Website,Healthcare,SMB,Hong Kong,New
2438,2024-05-23,Company_02438,Outbound,Financial Services,SMB,Taiwan,New
2439,2024-10-30,Company_02439,Website,Manufacturing,Mid-Market,Singapore,New
2440,2025-06-19,Company_02440,Paid Ads,Manufacturing,Mid-Market,Japan,New
2441,2024-05-24,Company_02441,Website,Professional Services,SMB,Singapore,New
2442,2025-06-15,Company_02442,Referral,Healthcare,SMB,Singapore,New
2443,2024-05-18,Company_02443,Website,Professional Services,Mid-Market,Taiwan,New
2444,2024-11-21,Company_02444,Paid Ads,Retail,SMB,Taiwan,New
2445,2024-11-15,Company_02445,Outbound,Retail,Mid-Market,Hong Kong,New
2446,2024-12-04,Company_02446,Website,Financial Services,SMB,Japan,New
2447,2024-03-09,Company_02447,Paid Ads,Financial Services,Enterprise,Singapore,New
2448,2025-10-05,Company_02448,Website,Retail,SMB,Hong Kong,New
2449,2025-08-21,Company_02449,Outbound,Manufacturing,Mid-Market,Hong Kong,New
2450,2024-09-17,Company_02450,Referral,Professional Services,Mid-Market,Taiwan,New
2451,2025-08-29,Company_02451,Website,Professional Services,SMB,Japan,New
2452,2024-09-26,Company_02452,Referral,Retail,Mid-Market,Hong Kong,New
2453,2024-12-04,Company_02453,Referral,Financial Services,Mid-Market,Hong Kong,New
2454,2024-08-02,Company_02454,Website,Retail,Enterprise,Taiwan,New
2455,2025-09-21,Company_02455,Website,Retail,SMB,Taiwan,New
2456,2024-11-27,Company_02456,Website,Technology,SMB,Hong Kong,New
2457,2025-03-11,Company_02457,Outbound,Manufacturing,SMB,Taiwan,New
2458,2024-09-03,Company_02458,Referral,Healthcare,Mid-Market,Hong Kong,New
2459,2024-12-29,Company_02459,Paid Ads,Financial Services,SMB,Taiwan,New
2460,2025-09-11,Company_02460,Outbound,Retail,Enterprise,Singapore,New
2461,2025-12-29,Company_02461,Website,Healthcare,Mid-Market,Hong Kong,New
2462,2025-12-12,Company_02462,Outbound,Professional Services,SMB,Hong Kong,New
2463,2025-10-29,Company_02463,Paid Ads,Technology,Enterprise,Hong Kong,New
2464,2025-11-17,Company_02464,Paid Ads,Healthcare,SMB,Japan,New
2465,2025-01-26,Company_02465,Paid Ads,Professional Services,Enterprise,Japan,New
2466,2025-03-28,Company_02466,Paid Ads,Retail,SMB,Singapore,New
2467,2024-12-02,Company_02467,Website,Manufacturing,Enterprise,Taiwan,New
2468,2025-09-13,Company_02468,Website,Professional Services,SMB,Hong Kong,New
2469,2025-02-11,Company_02469,Website,Professional Services,Mid-Market,Singapore,New
2470,2025-10-02,Company_02470,Website,Financial Services,Mid-Market,Hong Kong,New
2471,2025-09-14,Company_02471,Referral,Healthcare,SMB,Taiwan,New
2472,2024-02-09,Company_02472,Paid Ads,Financial Services,Enterprise,Japan,New
2473,2025-12-23,Company_02473,Outbound,Retail,SMB,Taiwan,New
2474,2024-02-27,Company_02474,Paid Ads,Professional Services,SMB,Taiwan,New
2475,2025-07-11,Company_02475,Website,Retail,Mid-Market,Taiwan,New
2476,2024-12-06,Company_02476,Outbound,Manufacturing,Enterprise,Japan,New
2477,2025-08-23,Company_02477,Outbound,Manufacturing,SMB,Hong Kong,New
2478,2025-03-02,Company_02478,Outbound,Professional Services,SMB,Japan,New
2479,2025-05-28,Company_02479,Website,Manufacturing,SMB,Hong Kong,New
2480,2024-02-15,Company_02480,Website,Retail,Mid-Market,Hong Kong,New
2481,2024-06-26,Company_02481,Referral,Technology,SMB,Singapore,New
2482,2024-04-30,Company_02482,Paid Ads,Financial Services,Mid-Market,Taiwan,New
2483,2025-08-02,Company_02483,Partner,Technology,SMB,Taiwan,New
2484,2024-07-05,Company_02484,Outbound,Retail,SMB,Taiwan,New
2485,2024-06-22,Company_02485,Outbound,Retail,Mid-Market,Hong Kong,New
2486,2024-03-24,Company_02486,Partner,Retail,SMB,Japan,New
2487,2024-05-15,Company_02487,Paid Ads,Healthcare,Mid-Market,Japan,New
2488,2024-10-12,Company_02488,Website,Manufacturing,SMB,Japan,New
2489,2024-10-06,Company_02489,Partner,Retail,Enterprise,Singapore,New
2490,2025-12-15,Company_02490,Paid Ads,Technology,SMB,Singapore,New
2491,2024-12-23,Company_02491,Outbound,Financial Services,SMB,Japan,New
2492,2024-02-07,Company_02492,Partner,Financial Services,SMB,Japan,New
2493,2025-12-20,Company_02493,Paid Ads,Professional Services,Mid-Market,Singapore,New
2494,2024-07-31,Company_02494,Paid Ads,Financial Services,Mid-Market,Singapore,New
2495,2024-04-02,Company_02495,Referral,Retail,SMB,Hong Kong,New
2496,2024-09-24,Company_02496,Website,Technology,SMB,Japan,New
2497,2025-05-01,Company_02497,Website,Financial Services,SMB,Hong Kong,New
2498,2025-11-05,Company_02498,Referral,Technology,SMB,Taiwan,New
2499,2025-10-06,Company_02499,Paid Ads,Technology,SMB,Hong Kong,New
2500,2024-12-08,Company_02500,Paid Ads,Technology,SMB,Singapore,New
2501,2024-11-09,Company_02501,Website,Financial Services,SMB,Taiwan,New
2502,2025-03-25,Company_02502,Outbound,Healthcare,Mid-Market,Hong Kong,New
2503,2025-02-12,Company_02503,Paid Ads,Retail,SMB,Singapore,New
2504,2025-09-07,Company_02504,Paid Ads,Professional Services,SMB,Taiwan,New
2505,2024-08-27,Company_02505,Outbound,Financial Services,SMB,Hong Kong,New
2506,2024-10-02,Company_02506,Event,Healthcare,Mid-Market,Japan,New
2507,2025-06-08,Company_02507,Website,Manufacturing,Enterprise,Japan,New
2508,2025-08-04,Company_02508,Outbound,Retail,Mid-Market,Taiwan,New
2509,2024-04-02,Company_02509,Paid Ads,Retail,Mid-Market,Hong Kong,New
2510,2025-02-09,Company_02510,Website,Technology,Mid-Market,Japan,New
2511,2024-06-25,Company_02511,Paid Ads,Technology,SMB,Japan,New
2512,2025-03-23,Company_02512,Website,Retail,SMB,Singapore,New
2513,2024-01-06,Company_02513,Paid Ads,Manufacturing,SMB,Hong Kong,New
2514,2025-12-16,Company_02514,Website,Healthcare,Mid-Market,Hong Kong,New
2515,2025-12-24,Company_02515,Website,Technology,SMB,Singapore,New
2516,2024-05-16,Company_02516,Paid Ads,Manufacturing,Enterprise,Hong Kong,New
2517,2025-09-03,Company_02517,Paid Ads,Technology,SMB,Taiwan,New
2518,2024-08-15,Company_02518,Partner,Retail,Mid-Market,Singapore,New
2519,2025-01-05,Company_02519,Paid Ads,Technology,Mid-Market,Hong Kong,New
2520,2024-03-20,Company_02520,Referral,Retail,SMB,Taiwan,New
2521,2024-08-04,Company_02521,Paid Ads,Technology,SMB,Japan,New
2522,2025-03-11,Company_02522,Website,Manufacturing,SMB,Hong Kong,New
2523,2024-02-05,Company_02523,Website,Healthcare,SMB,Hong Kong,New
2524,2025-11-29,Company_02524,Referral,Technology,SMB,Taiwan,New
2525,2024-12-20,Company_02525,Outbound,Technology,Mid-Market,Hong Kong,New
2526,2024-01-13,Company_02526,Website,Retail,Mid-Market,Hong Kong,New
2527,2025-12-03,Company_02527,Paid Ads,Healthcare,Mid-Market,Hong Kong,New
2528,2025-03-08,Company_02528,Outbound,Manufacturing,SMB,Taiwan,New
2529,2025-09-10,Company_02529,Outbound,Healthcare,SMB,Hong Kong,New
2530,2025-12-30,Company_02530,Paid Ads,Financial Services,Enterprise,Taiwan,New
2531,2024-07-02,Company_02531,Event,Financial Services,Mid-Market,Taiwan,New
2532,2024-06-02,Company_02532,Website,Professional Services,Mid-Market,Japan,New
2533,2025-06-11,Company_02533,Outbound,Professional Services,Enterprise,Hong Kong,New
2534,2024-02-19,Company_02534,Paid Ads,Technology,SMB,Hong Kong,New
2535,2025-04-16,Company_02535,Paid Ads,Financial Services,Mid-Market,Singapore,New
2536,2025-03-11,Company_02536,Paid Ads,Manufacturing,Mid-Market,Taiwan,New
2537,2025-07-09,Company_02537,Website,Manufacturing,SMB,Taiwan,New
2538,2025-04-02,Company_02538,Paid Ads,Professional Services,SMB,Taiwan,New
2539,2024-12-31,Company_02539,Outbound,Financial Services,Mid-Market,Japan,New
2540,2024-06-28,Company_02540,Website,Technology,SMB,Japan,New
2541,2025-10-10,Company_02541,Paid Ads,Manufacturing,SMB,Hong Kong,New
2542,2025-12-06,Company_02542,Referral,Professional Services,Mid-Market,Hong Kong,New
2543,2024-02-11,Company_02543,Website,Manufacturing,SMB,Taiwan,New
2544,2025-01-26,Company_02544,Referral,Professional Services,SMB,Singapore,New
2545,2025-03-08,Company_02545,Paid Ads,Retail,Enterprise,Singapore,New
2546,2025-10-30,Company_02546,Outbound,Technology,Mid-Market,Hong Kong,New
2547,2024-04-29,Company_02547,Outbound,Financial Services,SMB,Singapore,New
2548,2025-09-22,Company_02548,Referral,Retail,Mid-Market,Taiwan,New
2549,2025-01-18,Company_02549,Referral,Retail,Mid-Market,Hong Kong,New
2550,2024-10-08,Company_02550,Outbound,Retail,SMB,Taiwan,New
2551,2025-09-11,Company_02551,Paid Ads,Retail,Mid-Market,Singapore,New
2552,2024-01-06,Company_02552,Paid Ads,Technology,Mid-Market,Japan,New
2553,2024-10-08,Company_02553,Website,Financial Services,Mid-Market,Singapore,New
2554,2024-04-09,Company_02554,Website,Technology,Mid-Market,Japan,New
2555,2024-03-06,Company_02555,Referral,Professional Services,Mid-Market,Hong Kong,New
2556,2025-08-25,Company_02556,Paid Ads,Financial Services,SMB,Hong Kong,New
2557,2025-05-02,Company_02557,Partner,Technology,SMB,Singapore,New
2558,2024-12-20,Company_02558,Outbound,Retail,SMB,Hong Kong,New
2559,2024-08-03,Company_02559,Referral,Retail,Mid-Market,Singapore,New
2560,2025-02-16,Company_02560,Website,Financial Services,Enterprise,Hong Kong,New
2561,2025-07-28,Company_02561,Event,Technology,SMB,Singapore,New
2562,2024-11-07,Company_02562,Website,Manufacturing,SMB,Hong Kong,New
2563,2024-01-31,Company_02563,Website,Financial Services,SMB,Singapore,New
2564,2025-08-01,Company_02564,Paid Ads,Technology,Mid-Market,Singapore,New
2565,2025-07-23,Company_02565,Outbound,Retail,SMB,Japan,New
2566,2025-01-22,Company_02566,Referral,Technology,SMB,Japan,New
2567,2024-08-04,Company_02567,Event,Financial Services,SMB,Japan,New
2568,2025-02-14,Company_02568,Referral,Manufacturing,Mid-Market,Hong Kong,New
2569,2025-09-05,Company_02569,Website,Manufacturing,Mid-Market,Singapore,New
2570,2025-05-29,Company_02570,Referral,Healthcare,SMB,Hong Kong,New
2571,2025-05-21,Company_02571,Outbound,Manufacturing,Mid-Market,Hong Kong,New
2572,2024-06-09,Company_02572,Partner,Retail,SMB,Taiwan,New
2573,2025-06-29,Company_02573,Outbound,Healthcare,Mid-Market,Taiwan,New
2574,2025-01-27,Company_02574,Referral,Healthcare,Enterprise,Hong Kong,New
2575,2024-07-12,Company_02575,Referral,Financial Services,SMB,Taiwan,New
2576,2025-09-05,Company_02576,Referral,Healthcare,Enterprise,Singapore,New
2577,2025-09-16,Company_02577,Website,Financial Services,Mid-Market,Taiwan,New
2578,2025-01-14,Company_02578,Website,Financial Services,Enterprise,Hong Kong,New
2579,2025-07-19,Company_02579,Referral,Retail,Enterprise,Japan,New
2580,2025-04-13,Company_02580,Paid Ads,Retail,SMB,Japan,New
2581,2024-11-26,Company_02581,Website,Technology,Enterprise,Japan,New
2582,2025-08-14,Company_02582,Paid Ads,Retail,Mid-Market,Hong Kong,New
2583,2024-09-04,Company_02583,Outbound,Healthcare,SMB,Taiwan,New
2584,2025-09-10,Company_02584,Outbound,Retail,SMB,Taiwan,New
2585,2024-01-08,Company_02585,Outbound,Professional Services,Mid-Market,Hong Kong,New
2586,2025-01-29,Company_02586,Website,Healthcare,Enterprise,Taiwan,New
2587,2025-09-13,Company_02587,Referral,Financial Services,Mid-Market,Hong Kong,New
2588,2025-05-07,Company_02588,Outbound,Technology,SMB,Hong Kong,New
2589,2024-02-10,Company_02589,Paid Ads,Professional Services,Enterprise,Hong Kong,New
2590,2025-03-14,Company_02590,Outbound,Technology,SMB,Singapore,New
2591,2025-08-16,Company_02591,Outbound,Technology,Mid-Market,Singapore,New
2592,2025-02-26,Company_02592,Outbound,Retail,Enterprise,Hong Kong,New
2593,2024-08-03,Company_02593,Website,Manufacturing,Mid-Market,Taiwan,New
2594,2025-04-14,Company_02594,Partner,Healthcare,Mid-Market,Singapore,New
2595,2024-12-16,Company_02595,Website,Healthcare,SMB,Hong Kong,New
2596,2025-12-17,Company_02596,Website,Manufacturing,Mid-Market,Japan,New
2597,2024-05-31,Company_02597,Referral,Technology,SMB,Singapore,New
2598,2025-07-31,Company_02598,Paid Ads,Manufacturing,SMB,Japan,New
2599,2025-08-04,Company_02599,Referral,Healthcare,Mid-Market,Singapore,New
2600,2024-06-07,Company_02600,Outbound,Professional Services,SMB,Singapore,New
2601,2025-01-28,Company_02601,Website,Retail,SMB,Japan,New
2602,2025-08-20,Company_02602,Paid Ads,Financial Services,SMB,Singapore,New
2603,2025-06-04,Company_02603,Outbound,Financial Services,SMB,Japan,New
2604,2024-12-18,Company_02604,Referral,Financial Services,Enterprise,Singapore,New
2605,2025-06-19,Company_02605,Paid Ads,Healthcare,Mid-Market,Hong Kong,New
2606,2024-06-28,Company_02606,Paid Ads,Healthcare,SMB,Taiwan,New
2607,2024-12-16,Company_02607,Website,Retail,SMB,Singapore,New
