subscription_id,account_id,plan_name,start_date,renewal_date,contract_term,monthly_fee,subscription_status
449,449,Starter,2025-01-09,2026-01-09,12,6920,Active
450,450,Growth,2024-11-25,2025-11-25,12,20392,Churned
451,451,Starter,2025-07-08,2026-07-08,12,7355,Active
452,452,Enterprise,2025-04-14,2026-04-14,12,43982,Active
453,453,Starter,2025-08-09,2026-08-09,12,4633,Active
454,454,Starter,2024-04-30,2026-04-30,24,3374,Churned
455,455,Growth,2024-11-29,2025-11-29,12,17883,Churned
456,456,Starter,2024-11-04,2025-11-04,12,4581,Churned
457,457,Starter,2024-05-29,2025-05-29,12,6750,Active
458,458,Enterprise,2024-03-28,2025-03-28,12,40454,Churned
459,459,Starter,2025-05-29,2027-05-29,24,5212,Churned
460,460,Starter,2024-08-20,2026-08-20,24,6939,Churned
461,461,Starter,2025-06-29,2026-06-29,12,7659,Active
462,462,Starter,2025-10-29,2027-10-29,24,6748,Active
463,463,Starter,2025-04-05,2027-04-05,24,7991,Active
464,464,Starter,2025-03-21,2027-03-21,24,4343,Churned
465,465,Starter,2025-12-12,2028-12-12,36,3007,Active
466,466,Starter,2024-05-08,2025-05-08,12,5935,Churned
467,467,Growth,2024-05-13,2025-05-13,12,21114,Active
468,468,Enterprise,2024-10-05,2025-10-05,12,25687,Churned
469,469,Starter,2024-10-06,2025-10-06,12,7486,Active
470,470,Growth,2024-08-02,2027-08-02,36,11248,Active
471,471,Growth,2024-11-15,2025-11-15,12,25000,Churned
472,472,Starter,2025-02-22,2026-02-22,12,3266,Churned
473,473,Starter,2024-02-01,2025-02-01,12,3986,Churned
474,474,Starter,2025-08-06,2026-08-06,12,3605,Active
475,475,Starter,2025-07-11,2026-07-11,12,4638,Churned
476,476,Starter,2025-04-03,2027-04-03,24,5810,Churned
477,477,Growth,2024-08-08,2026-08-08,24,12522,Churned
478,478,Growth,2024-05-09,2025-05-09,12,8717,Churned
479,479,Growth,2024-06-05,2026-06-05,24,21387,Churned
480,480,Growth,2024-09-01,2025-09-01,12,21364,Churned
481,481,Enterprise,2024-10-28,2026-10-28,24,68250,Churned
482,482,Starter,2024-07-01,2025-07-01,12,6150,Churned
483,483,Starter,2024-04-17,2026-04-17,24,3867,Churned
484,484,Starter,2025-09-09,2026-09-09,12,6592,Active
485,485,Starter,2025-06-19,2026-06-19,12,5946,Churned
486,486,Growth,2025-05-05,2026-05-05,12,13505,Churned
487,487,Starter,2025-09-03,2026-09-03,12,7442,Churned
488,488,Starter,2024-08-11,2025-08-11,12,6402,Churned
489,489,Growth,2024-05-30,2025-05-30,12,19280,Active
490,490,Starter,2024-04-08,2025-04-08,12,4553,Active
491,491,Starter,2024-12-07,2025-12-07,12,5190,Churned
492,492,Starter,2025-11-27,2027-11-27,24,6816,Churned
493,493,Growth,2026-01-14,2027-01-14,12,15692,Churned
494,494,Enterprise,2026-04-27,2027-04-27,12,36767,Churned
495,495,Enterprise,2025-09-10,2026-09-10,12,75292,Churned
496,496,Starter,2025-08-06,2026-08-06,12,7198,Churned
497,497,Enterprise,2025-02-06,2027-02-06,24,50188,Active
498,498,Starter,2025-03-31,2026-03-31,12,4657,Active
499,499,Starter,2024-02-22,2025-02-22,12,5969,Churned
500,500,Enterprise,2026-02-21,2027-02-21,12,27135,Churned
501,501,Starter,2024-05-05,2025-05-05,12,7899,Active
502,502,Growth,2025-07-18,2026-07-18,12,19431,Churned
503,503,Enterprise,2024-05-31,2027-05-31,36,39307,Active
504,504,Starter,2025-08-11,2026-08-11,12,5491,Churned
505,505,Starter,2024-12-04,2025-12-04,12,6101,Churned
506,506,Enterprise,2025-11-28,2026-11-28,12,59167,Active
507,507,Starter,2025-05-16,2026-05-16,12,3952,Active
508,508,Growth,2025-11-24,2026-11-24,12,12545,Active
509,509,Enterprise,2025-09-06,2026-09-06,12,44949,Churned
510,510,Starter,2024-09-23,2026-09-23,24,4199,Active
511,511,Starter,2025-05-16,2026-05-16,12,7378,Churned
512,512,Starter,2024-07-19,2025-07-19,12,5646,Churned
513,513,Growth,2024-05-15,2025-05-15,12,8702,Churned
514,514,Starter,2024-11-15,2025-11-15,12,4098,Churned
515,515,Starter,2024-08-15,2025-08-15,12,6666,Active
516,516,Enterprise,2024-04-09,2025-04-09,12,60316,Churned
517,517,Starter,2025-03-05,2026-03-05,12,3132,Active
518,518,Growth,2024-11-21,2025-11-21,12,9180,Active
519,519,Growth,2024-11-08,2026-11-08,24,8146,Churned
520,520,Starter,2024-06-18,2025-06-18,12,6861,Active
521,521,Enterprise,2024-04-30,2027-04-30,36,51436,Churned
522,522,Starter,2024-11-06,2025-11-06,12,7413,Churned
523,523,Growth,2026-01-13,2028-01-13,24,18679,Active
524,524,Growth,2024-10-21,2025-10-21,12,20329,Churned
525,525,Growth,2024-10-04,2025-10-04,12,13921,Active
526,526,Growth,2025-11-24,2026-11-24,12,22131,Active
527,527,Growth,2025-11-28,2026-11-28,12,21099,Active
528,528,Growth,2024-12-11,2025-12-11,12,9563,Churned
529,529,Starter,2024-07-25,2025-07-25,12,6904,Churned
530,530,Starter,2024-11-23,2025-11-23,12,4393,Churned
531,531,Growth,2024-05-03,2025-05-03,12,23210,Churned
532,532,Starter,2026-01-10,2029-01-10,36,4983,Churned
533,533,Starter,2025-07-17,2026-07-17,12,3782,Active
534,534,Enterprise,2026-06-09,2027-06-09,12,60895,Active
535,535,Growth,2024-09-30,2025-09-30,12,15948,Churned
536,536,Growth,2024-09-07,2025-09-07,12,8515,Churned
537,537,Growth,2024-11-22,2025-11-22,12,20944,Churned
538,538,Starter,2025-04-05,2026-04-05,12,7796,Active
539,539,Growth,2025-08-30,2027-08-30,24,20561,Churned
540,540,Growth,2025-09-01,2026-09-01,12,12557,Active
541,541,Growth,2024-11-10,2027-11-10,36,21915,Churned
542,542,Growth,2024-11-07,2025-11-07,12,15306,Churned
543,543,Enterprise,2025-11-02,2026-11-02,12,54388,Active
544,544,Starter,2025-02-24,2026-02-24,12,6466,Active
545,545,Starter,2024-02-06,2025-02-06,12,3689,Churned
546,546,Growth,2025-07-20,2026-07-20,12,8884,Churned
547,547,Growth,2024-08-21,2025-08-21,12,23480,Churned
548,548,Enterprise,2024-05-10,2025-05-10,12,74337,Churned
549,549,Growth,2025-10-10,2026-10-10,12,8699,Active
550,550,Enterprise,2024-02-15,2025-02-15,12,76114,Churned
551,551,Starter,2025-02-19,2026-02-19,12,3543,Churned
552,552,Starter,2025-09-20,2026-09-20,12,5039,Active
553,553,Starter,2024-08-26,2025-08-26,12,7822,Active
554,554,Starter,2024-04-21,2025-04-21,12,7489,Active
555,555,Starter,2025-12-16,2026-12-16,12,5291,Churned
556,556,Growth,2025-08-27,2026-08-27,12,22474,Churned
557,557,Starter,2026-01-13,2027-01-13,12,5757,Churned
558,558,Growth,2025-04-11,2026-04-11,12,19184,Churned
559,559,Starter,2025-08-05,2026-08-05,12,5851,Churned
560,560,Growth,2026-01-21,2027-01-21,12,20535,Active
561,561,Starter,2024-07-12,2025-07-12,12,4160,Churned
562,562,Starter,2025-07-28,2026-07-28,12,4803,Active
563,563,Growth,2024-04-19,2025-04-19,12,8527,Active
564,564,Enterprise,2025-03-22,2026-03-22,12,31855,Churned
565,565,Enterprise,2025-11-09,2026-11-09,12,45467,Active
566,566,Growth,2025-05-23,2026-05-23,12,8327,Churned
567,567,Starter,2025-02-05,2026-02-05,12,4858,Active
568,568,Enterprise,2024-04-29,2025-04-29,12,61733,Active
569,569,Enterprise,2024-05-11,2025-05-11,12,37389,Active
570,570,Growth,2024-04-05,2025-04-05,12,21880,Churned
571,571,Growth,2024-11-03,2025-11-03,12,8427,Active
572,572,Enterprise,2025-05-29,2026-05-29,12,29625,Active
573,573,Starter,2025-09-14,2026-09-14,12,7368,Churned
574,574,Starter,2024-04-01,2025-04-01,12,5454,Churned
575,575,Growth,2025-08-04,2026-08-04,12,10043,Churned
576,576,Enterprise,2025-01-22,2027-01-22,24,28420,Churned
577,577,Starter,2025-09-27,2026-09-27,12,7713,Active
578,578,Growth,2025-11-14,2026-11-14,12,14648,Churned
579,579,Growth,2025-01-22,2026-01-22,12,9292,Active
580,580,Growth,2024-04-28,2025-04-28,12,20580,Churned
581,581,Growth,2025-01-09,2026-01-09,12,11676,Churned
582,582,Starter,2025-03-10,2026-03-10,12,5548,Churned
583,583,Enterprise,2025-05-11,2026-05-11,12,56785,Churned
584,584,Starter,2025-01-14,2028-01-14,36,3316,Churned
585,585,Starter,2026-02-13,2027-02-13,12,6602,Active
586,586,Starter,2025-08-31,2027-08-31,24,5772,Active
587,587,Starter,2025-11-02,2026-11-02,12,7489,Active
588,588,Starter,2025-08-01,2026-08-01,12,6983,Churned
589,589,Enterprise,2025-05-12,2027-05-12,24,38641,Active
590,590,Growth,2025-06-14,2026-06-14,12,12100,Churned
591,591,Enterprise,2024-11-30,2025-11-30,12,26063,Churned
592,592,Starter,2025-07-25,2026-07-25,12,4673,Churned
593,593,Growth,2024-11-13,2025-11-13,12,24550,Active
594,594,Enterprise,2025-11-14,2026-11-14,12,76285,Active
595,595,Starter,2025-12-04,2026-12-04,12,7852,Active
596,596,Starter,2025-04-24,2026-04-24,12,5469,Churned
597,597,Starter,2024-07-31,2025-07-31,12,3239,Active
598,598,Enterprise,2025-07-28,2028-07-28,36,26506,Active
599,599,Starter,2024-06-13,2026-06-13,24,5936,Churned
600,600,Starter,2026-03-01,2027-03-01,12,6690,Active
601,601,Starter,2024-04-19,2025-04-19,12,4445,Churned
602,602,Growth,2025-11-20,2026-11-20,12,8245,Churned
603,603,Growth,2026-02-11,2028-02-11,24,9256,Active
604,604,Growth,2024-06-19,2026-06-19,24,8294,Churned
605,605,Growth,2025-12-29,2027-12-29,24,22248,Active
606,606,Growth,2025-01-22,2026-01-22,12,18888,Active
607,607,Enterprise,2025-03-20,2027-03-20,24,31370,Active
608,608,Enterprise,2024-10-12,2025-10-12,12,47384,Churned
609,609,Enterprise,2024-11-18,2025-11-18,12,77203,Churned
610,610,Starter,2025-07-30,2026-07-30,12,6238,Active
611,611,Enterprise,2025-04-02,2026-04-02,12,54470,Active
612,612,Growth,2024-12-02,2026-12-02,24,19501,Churned
613,613,Growth,2024-07-02,2025-07-02,12,19838,Churned
614,614,Enterprise,2025-07-09,2027-07-09,24,72878,Active
615,615,Starter,2024-11-18,2025-11-18,12,5152,Churned
616,616,Growth,2025-05-09,2026-05-09,12,13160,Churned
617,617,Enterprise,2024-12-01,2025-12-01,12,37128,Churned
618,618,Enterprise,2024-07-03,2025-07-03,12,43551,Churned
619,619,Growth,2024-06-11,2025-06-11,12,11143,Active
620,620,Growth,2025-01-18,2026-01-18,12,18351,Churned
621,621,Growth,2025-11-29,2026-11-29,12,18137,Active
622,622,Starter,2025-04-11,2026-04-11,12,7704,Churned
623,623,Growth,2024-10-16,2025-10-16,12,20266,Churned
624,624,Growth,2024-07-26,2026-07-26,24,11608,Churned
625,625,Starter,2025-09-19,2026-09-19,12,4668,Churned
626,626,Enterprise,2024-12-06,2025-12-06,12,61298,Active
627,627,Growth,2024-06-24,2025-06-24,12,23843,Churned
628,628,Growth,2025-04-26,2026-04-26,12,17927,Churned
629,629,Growth,2024-08-18,2025-08-18,12,24182,Active
630,630,Growth,2024-05-02,2025-05-02,12,19674,Churned
631,631,Starter,2025-08-02,2026-08-02,12,7113,Churned
632,632,Growth,2025-11-10,2027-11-10,24,13264,Active
633,633,Starter,2024-05-09,2027-05-09,36,4577,Churned
634,634,Growth,2025-10-26,2026-10-26,12,9248,Churned
635,635,Starter,2026-02-03,2027-02-03,12,4220,Active
636,636,Starter,2025-06-25,2027-06-25,24,7711,Churned
637,637,Growth,2025-03-31,2026-03-31,12,8993,Churned
638,638,Growth,2025-04-10,2026-04-10,12,9487,Active
639,639,Starter,2024-02-23,2025-02-23,12,5588,Churned
640,640,Starter,2025-05-10,2026-05-10,12,3003,Active
641,641,Enterprise,2026-06-08,2027-06-08,12,68325,Active
642,642,Growth,2025-05-18,2027-05-18,24,9211,Churned
643,643,Growth,2024-04-11,2025-04-11,12,10207,Active
644,644,Growth,2024-06-21,2025-06-21,12,11968,Churned
645,645,Starter,2025-09-24,2026-09-24,12,7381,Active
646,646,Starter,2025-01-11,2026-01-11,12,3707,Churned
647,647,Starter,2025-10-10,2027-10-10,24,6460,Churned
648,648,Starter,2025-07-15,2026-07-15,12,6903,Churned
649,649,Enterprise,2024-12-05,2026-12-05,24,35499,Churned
650,650,Growth,2024-06-05,2026-06-05,24,15458,Active
651,651,Growth,2026-02-20,2027-02-20,12,17414,Active
652,652,Starter,2024-12-01,2025-12-01,12,3560,Active
653,653,Starter,2025-11-16,2026-11-16,12,5596,Active
654,654,Growth,2024-12-31,2026-12-31,24,23019,Churned
655,655,Growth,2024-06-07,2025-06-07,12,10728,Active
656,656,Starter,2024-09-16,2025-09-16,12,5097,Active
657,657,Starter,2024-06-30,2025-06-30,12,3582,Churned
658,658,Starter,2025-05-19,2026-05-19,12,3996,Churned
659,659,Growth,2025-05-26,2026-05-26,12,15157,Churned
660,660,Growth,2024-07-07,2025-07-07,12,12952,Churned
661,661,Starter,2025-12-03,2026-12-03,12,3899,Active
662,662,Growth,2026-01-26,2027-01-26,12,9301,Churned
663,663,Starter,2024-03-19,2025-03-19,12,5945,Churned
664,664,Starter,2025-10-29,2027-10-29,24,3478,Churned
665,665,Starter,2024-02-19,2025-02-19,12,3507,Churned
666,666,Starter,2024-03-30,2025-03-30,12,5880,Churned
667,667,Enterprise,2026-01-01,2029-01-01,36,44078,Active
668,668,Growth,2024-10-08,2025-10-08,12,9857,Churned
669,669,Starter,2025-07-30,2028-07-30,36,3272,Churned
670,670,Growth,2025-07-10,2028-07-10,36,17433,Churned
671,671,Growth,2025-05-26,2026-05-26,12,12401,Churned
672,672,Starter,2024-07-25,2026-07-25,24,6950,Churned
673,673,Starter,2024-05-24,2026-05-24,24,5142,Churned
674,674,Growth,2025-05-19,2026-05-19,12,10470,Churned
675,675,Starter,2024-07-16,2026-07-16,24,6543,Churned
676,676,Growth,2025-08-20,2026-08-20,12,23587,Churned
677,677,Growth,2024-11-21,2026-11-21,24,16073,Churned
678,678,Starter,2025-05-09,2026-05-09,12,7923,Active
679,679,Starter,2024-10-25,2025-10-25,12,7517,Active
680,680,Starter,2026-01-01,2027-01-01,12,4793,Churned
681,681,Starter,2024-08-11,2025-08-11,12,7759,Active
682,682,Starter,2024-12-31,2025-12-31,12,5094,Churned
683,683,Starter,2026-01-06,2027-01-06,12,4697,Churned
684,684,Starter,2025-06-18,2026-06-18,12,7003,Churned
685,685,Growth,2025-06-29,2026-06-29,12,20557,Churned
686,686,Growth,2025-09-04,2026-09-04,12,22168,Churned
687,687,Growth,2024-02-20,2026-02-20,24,12455,Churned
688,688,Enterprise,2024-11-15,2025-11-15,12,36904,Active
689,689,Growth,2024-06-11,2025-06-11,12,21320,Churned
690,690,Starter,2025-02-15,2026-02-15,12,5701,Active
691,691,Growth,2025-02-03,2027-02-03,24,19680,Active
692,692,Starter,2025-07-24,2026-07-24,12,3761,Active
693,693,Growth,2024-08-21,2025-08-21,12,14148,Churned
694,694,Starter,2024-12-06,2025-12-06,12,4238,Active
695,695,Growth,2025-03-12,2026-03-12,12,8402,Active
696,696,Growth,2024-07-24,2026-07-24,24,17031,Churned
697,697,Starter,2024-06-15,2026-06-15,24,4500,Churned
698,698,Starter,2024-07-13,2025-07-13,12,5904,Active
699,699,Growth,2025-11-30,2026-11-30,12,24367,Active
700,700,Starter,2024-11-12,2025-11-12,12,5336,Churned
701,701,Growth,2024-09-11,2025-09-11,12,14628,Active
702,702,Starter,2025-04-03,2026-04-03,12,4716,Active
703,703,Growth,2026-01-18,2029-01-18,36,22143,Churned
704,704,Enterprise,2025-03-24,2027-03-24,24,45440,Churned
705,705,Starter,2026-01-25,2029-01-25,36,5985,Churned
706,706,Growth,2024-12-26,2025-12-26,12,23020,Churned
707,707,Growth,2025-12-26,2027-12-26,24,16472,Active
708,708,Growth,2024-10-16,2027-10-16,36,19921,Churned
709,709,Starter,2025-11-29,2026-11-29,12,3643,Active
710,710,Growth,2024-07-16,2025-07-16,12,22887,Churned
711,711,Starter,2024-04-18,2025-04-18,12,7163,Active
712,712,Growth,2025-07-31,2027-07-31,24,12666,Active
713,713,Growth,2024-12-20,2025-12-20,12,8945,Churned
714,714,Enterprise,2025-10-30,2026-10-30,12,48725,Churned
715,715,Starter,2024-01-29,2025-01-29,12,4427,Churned
716,716,Growth,2025-10-06,2026-10-06,12,23915,Churned
717,717,Starter,2024-06-25,2026-06-25,24,5667,Churned
718,718,Starter,2024-05-13,2025-05-13,12,7178,Churned
719,719,Starter,2025-02-17,2026-02-17,12,4812,Churned
720,720,Growth,2024-11-05,2025-11-05,12,21174,Active
721,721,Starter,2025-07-10,2026-07-10,12,5110,Churned
722,722,Starter,2025-07-03,2026-07-03,12,7996,Churned
723,723,Growth,2025-04-01,2026-04-01,12,13443,Churned
724,724,Growth,2025-09-30,2026-09-30,12,11279,Churned
725,725,Starter,2024-12-31,2026-12-31,24,5572,Churned
726,726,Growth,2025-08-27,2026-08-27,12,9665,Active
727,727,Growth,2024-05-28,2027-05-28,36,23881,Churned
728,728,Growth,2025-01-10,2026-01-10,12,8148,Active
729,729,Growth,2025-01-25,2026-01-25,12,21675,Churned
730,730,Starter,2025-07-29,2026-07-29,12,5828,Active
731,731,Growth,2024-11-03,2026-11-03,24,15620,Churned
732,732,Enterprise,2024-12-22,2026-12-22,24,28140,Active
733,733,Enterprise,2025-12-19,2027-12-19,24,34609,Active
734,734,Growth,2025-02-10,2026-02-10,12,22525,Churned
735,735,Starter,2025-09-07,2026-09-07,12,7569,Churned
736,736,Growth,2025-04-30,2026-04-30,12,21440,Churned
737,737,Starter,2025-05-13,2026-05-13,12,7655,Churned
738,738,Enterprise,2026-03-02,2027-03-02,12,36299,Active
739,739,Enterprise,2024-07-27,2025-07-27,12,28049,Churned
740,740,Growth,2024-06-18,2025-06-18,12,16269,Active
741,741,Growth,2025-07-23,2028-07-23,36,10405,Churned
742,742,Growth,2025-02-16,2027-02-16,24,21613,Active
743,743,Starter,2024-01-24,2025-01-24,12,3086,Churned
744,744,Starter,2025-06-16,2026-06-16,12,7250,Churned
745,745,Enterprise,2024-04-26,2025-04-26,12,56807,Active
746,746,Enterprise,2024-06-16,2025-06-16,12,74530,Churned
747,747,Starter,2024-02-25,2025-02-25,12,4378,Churned
748,748,Starter,2025-07-03,2026-07-03,12,5169,Churned
749,749,Starter,2025-05-11,2026-05-11,12,7574,Churned
750,750,Growth,2025-07-27,2026-07-27,12,23113,Active
751,751,Growth,2024-06-12,2025-06-12,12,16939,Churned
752,752,Starter,2025-06-19,2026-06-19,12,3469,Active
753,753,Growth,2024-12-03,2025-12-03,12,20115,Churned
754,754,Starter,2025-07-31,2026-07-31,12,5439,Active
755,755,Starter,2024-09-01,2025-09-01,12,5158,Churned
756,756,Enterprise,2025-02-07,2026-02-07,12,55552,Churned
757,757,Growth,2024-08-29,2025-08-29,12,9176,Churned
758,758,Starter,2024-11-11,2025-11-11,12,4771,Active
759,759,Growth,2024-10-02,2025-10-02,12,19301,Active
760,760,Starter,2024-05-19,2025-05-19,12,7701,Churned
761,761,Starter,2025-04-08,2026-04-08,12,7297,Active
762,762,Growth,2024-08-18,2026-08-18,24,10854,Churned
763,763,Growth,2024-09-22,2025-09-22,12,14120,Active
764,764,Growth,2025-05-22,2026-05-22,12,11923,Churned
765,765,Starter,2025-01-11,2026-01-11,12,4662,Churned
766,766,Starter,2024-04-27,2025-04-27,12,6747,Active
767,767,Starter,2024-11-24,2025-11-24,12,5030,Active
768,768,Growth,2024-03-17,2025-03-17,12,15586,Churned
769,769,Growth,2025-10-14,2026-10-14,12,17242,Churned
770,770,Growth,2024-03-31,2025-03-31,12,21439,Active
771,771,Enterprise,2025-04-12,2026-04-12,12,31183,Churned
772,772,Enterprise,2024-06-20,2026-06-20,24,34224,Active
773,773,Starter,2024-08-25,2026-08-25,24,3856,Churned
774,774,Growth,2025-03-17,2027-03-17,24,21350,Active
775,775,Growth,2024-11-24,2025-11-24,12,21023,Churned
776,776,Enterprise,2025-09-13,2026-09-13,12,68675,Active
777,777,Enterprise,2025-09-19,2027-09-19,24,41342,Churned
778,778,Enterprise,2024-06-02,2025-06-02,12,49857,Churned
779,779,Growth,2024-07-05,2026-07-05,24,13451,Active
780,780,Starter,2025-09-21,2026-09-21,12,6658,Churned
781,781,Starter,2025-06-13,2027-06-13,24,7755,Churned
782,782,Enterprise,2025-08-06,2026-08-06,12,56832,Active
783,783,Growth,2024-07-08,2027-07-08,36,18232,Active
784,784,Enterprise,2025-09-20,2026-09-20,12,58142,Churned
785,785,Growth,2025-09-24,2026-09-24,12,22344,Active
786,786,Growth,2025-08-27,2026-08-27,12,22170,Active
787,787,Starter,2024-11-16,2026-11-16,24,5123,Active
788,788,Growth,2024-03-24,2025-03-24,12,20687,Churned
789,789,Starter,2025-09-04,2026-09-04,12,3156,Active
790,790,Enterprise,2025-08-03,2026-08-03,12,78328,Churned
791,791,Starter,2026-02-12,2027-02-12,12,3595,Active
792,792,Starter,2025-01-13,2026-01-13,12,3745,Active
793,793,Starter,2024-05-02,2027-05-02,36,7395,Churned
794,794,Starter,2024-03-19,2025-03-19,12,6657,Active
795,795,Growth,2024-06-09,2025-06-09,12,16524,Active
796,796,Growth,2025-12-01,2027-12-01,24,16386,Churned
797,797,Growth,2024-12-26,2026-12-26,24,21608,Churned
798,798,Growth,2024-12-31,2025-12-31,12,11395,Churned
799,799,Enterprise,2025-06-08,2026-06-08,12,58025,Churned
800,800,Starter,2026-02-03,2027-02-03,12,4483,Churned
801,801,Starter,2024-09-28,2025-09-28,12,4363,Churned
802,802,Growth,2026-01-27,2027-01-27,12,8428,Active
803,803,Starter,2025-01-27,2026-01-27,12,4279,Churned
804,804,Starter,2025-06-15,2028-06-15,36,3505,Churned
805,805,Starter,2024-04-11,2025-04-11,12,5437,Churned
806,806,Starter,2025-04-17,2026-04-17,12,7871,Active
807,807,Growth,2025-04-30,2026-04-30,12,9768,Churned
808,808,Starter,2025-09-09,2027-09-09,24,6954,Churned
809,809,Growth,2025-09-13,2026-09-13,12,11388,Churned
810,810,Starter,2024-11-19,2026-11-19,24,5512,Active
811,811,Starter,2024-07-17,2025-07-17,12,4493,Churned
812,812,Growth,2025-03-06,2026-03-06,12,17443,Churned
813,813,Growth,2025-06-12,2026-06-12,12,15414,Churned
814,814,Growth,2024-04-23,2025-04-23,12,21829,Active
815,815,Growth,2026-01-17,2027-01-17,12,16546,Churned
816,816,Growth,2025-04-19,2026-04-19,12,19945,Churned
817,817,Starter,2025-01-17,2026-01-17,12,6870,Active
818,818,Growth,2024-06-13,2025-06-13,12,22308,Churned
819,819,Starter,2025-06-10,2026-06-10,12,4521,Churned
820,820,Starter,2024-08-15,2025-08-15,12,6376,Churned
821,821,Enterprise,2026-02-10,2027-02-10,12,42836,Active
822,822,Starter,2024-07-20,2025-07-20,12,4553,Churned
823,823,Growth,2026-01-16,2027-01-16,12,8830,Churned
824,824,Growth,2025-09-06,2026-09-06,12,20582,Churned
825,825,Starter,2025-02-12,2027-02-12,24,3043,Churned
826,826,Starter,2025-01-22,2026-01-22,12,7252,Churned
827,827,Growth,2024-07-25,2026-07-25,24,23211,Active
828,828,Enterprise,2024-03-01,2026-03-01,24,52952,Churned
829,829,Growth,2025-04-06,2026-04-06,12,19982,Churned
830,830,Starter,2024-03-12,2025-03-12,12,3192,Active
831,831,Starter,2025-05-27,2027-05-27,24,5241,Churned
832,832,Growth,2024-08-18,2025-08-18,12,9751,Churned
833,833,Starter,2025-07-31,2026-07-31,12,6888,Active
834,834,Growth,2025-09-19,2027-09-19,24,8948,Churned
835,835,Enterprise,2025-03-18,2026-03-18,12,36411,Churned
836,836,Growth,2025-09-05,2026-09-05,12,22879,Churned
837,837,Starter,2025-03-13,2026-03-13,12,7224,Churned
838,838,Growth,2025-01-19,2026-01-19,12,17532,Active
839,839,Starter,2025-11-13,2026-11-13,12,3845,Churned
840,840,Growth,2025-01-23,2026-01-23,12,18388,Churned
841,841,Growth,2025-09-10,2026-09-10,12,9965,Active
842,842,Growth,2025-08-28,2026-08-28,12,8857,Churned
843,843,Growth,2024-08-10,2025-08-10,12,23062,Churned
844,844,Starter,2024-04-05,2026-04-05,24,5753,Active
845,845,Growth,2024-07-27,2026-07-27,24,13273,Churned
846,846,Starter,2025-11-20,2026-11-20,12,3073,Active
847,847,Starter,2025-04-01,2027-04-01,24,5492,Active
848,848,Growth,2025-08-03,2026-08-03,12,14555,Active
849,849,Enterprise,2024-08-16,2025-08-16,12,51137,Churned
850,850,Growth,2026-02-02,2027-02-02,12,22116,Active
851,851,Growth,2024-08-25,2026-08-25,24,12109,Active
852,852,Growth,2024-04-05,2026-04-05,24,15910,Churned
853,853,Growth,2024-12-24,2027-12-24,36,11101,Churned
854,854,Growth,2025-10-23,2026-10-23,12,22271,Active
855,855,Starter,2025-07-28,2026-07-28,12,4185,Churned
856,856,Growth,2025-06-11,2026-06-11,12,11683,Churned
857,857,Enterprise,2024-11-06,2025-11-06,12,41752,Churned
858,858,Growth,2025-11-06,2026-11-06,12,23203,Churned
859,859,Growth,2024-10-09,2025-10-09,12,15772,Churned
860,860,Starter,2024-08-09,2025-08-09,12,7000,Churned
861,861,Growth,2024-10-27,2025-10-27,12,17483,Churned
862,862,Starter,2025-09-12,2026-09-12,12,6786,Active
863,863,Starter,2024-02-11,2026-02-11,24,6334,Churned
864,864,Growth,2025-07-20,2026-07-20,12,12053,Active
865,865,Growth,2024-08-05,2026-08-05,24,16374,Active
866,866,Enterprise,2026-01-28,2027-01-28,12,62920,Churned
867,867,Starter,2025-01-20,2026-01-20,12,4820,Active
868,868,Growth,2025-08-26,2026-08-26,12,12756,Churned
869,869,Starter,2024-12-09,2025-12-09,12,4370,Churned
870,870,Enterprise,2024-10-11,2025-10-11,12,58464,Churned
871,871,Enterprise,2025-04-10,2026-04-10,12,29789,Churned
872,872,Starter,2026-01-03,2027-01-03,12,4236,Churned
873,873,Starter,2025-03-08,2026-03-08,12,7626,Churned
874,874,Enterprise,2025-06-11,2026-06-11,12,60272,Active
875,875,Starter,2025-01-25,2026-01-25,12,6955,Active
876,876,Starter,2025-12-03,2026-12-03,12,6066,Churned
877,877,Growth,2025-12-22,2028-12-22,36,22986,Active
878,878,Growth,2024-05-05,2025-05-05,12,13671,Churned
879,879,Starter,2024-04-05,2025-04-05,12,7878,Churned
880,880,Growth,2025-07-28,2026-07-28,12,15760,Active
881,881,Enterprise,2024-09-21,2026-09-21,24,45922,Churned
882,882,Growth,2025-01-18,2026-01-18,12,15192,Active
883,883,Growth,2025-03-09,2026-03-09,12,14291,Active
884,884,Growth,2025-01-27,2027-01-27,24,9211,Churned
885,885,Starter,2025-04-06,2027-04-06,24,7012,Active
886,886,Enterprise,2026-02-16,2029-02-16,36,30430,Active
887,887,Starter,2025-08-19,2026-08-19,12,7595,Churned
888,888,Growth,2025-04-07,2027-04-07,24,14029,Churned
889,889,Starter,2024-05-11,2025-05-11,12,4304,Churned
890,890,Growth,2025-05-23,2026-05-23,12,24571,Active
891,891,Starter,2025-05-18,2026-05-18,12,3319,Churned
892,892,Starter,2025-07-23,2026-07-23,12,5193,Churned
893,893,Starter,2024-04-12,2025-04-12,12,6236,Churned
894,894,Enterprise,2024-04-25,2025-04-25,12,72532,Churned
895,895,Growth,2024-10-11,2025-10-11,12,8583,Churned
896,896,Growth,2025-02-08,2026-02-08,12,12268,Active
897,897,Enterprise,2024-04-23,2026-04-23,24,76530,Churned
898,898,Growth,2025-07-05,2026-07-05,12,13147,Active
899,899,Enterprise,2024-12-11,2026-12-11,24,44879,Active
