account_id,company_name,segment,industry,region,employee_size,customer_since,account_status
377,Company_03408,SMB,Retail,Hong Kong,65,2025-10-02,Churned
378,Company_03414,Enterprise,Retail,Taiwan,2931,2024-03-22,Churned
379,Company_03420,Enterprise,Professional Services,Japan,2232,2025-07-23,Active
380,Company_03427,Enterprise,Retail,Hong Kong,2363,2024-12-27,Churned
381,Company_03429,Enterprise,Healthcare,Singapore,711,2025-12-22,Churned
382,Company_03434,Enterprise,Retail,Japan,3328,2025-12-04,Active
383,Company_03437,Enterprise,Technology,Hong Kong,2916,2025-06-18,Churned
384,Company_03466,Enterprise,Healthcare,Japan,999,2026-02-12,Churned
385,Company_03469,SMB,Retail,Japan,61,2024-03-29,Churned
386,Company_03475,SMB,Manufacturing,Japan,82,2025-06-23,Active
387,Company_03484,SMB,Manufacturing,Hong Kong,64,2024-05-17,Churned
388,Company_03486,Mid-Market,Retail,Japan,289,2026-02-08,Churned
389,Company_03501,SMB,Professional Services,Hong Kong,22,2025-08-19,Churned
390,Company_03502,Mid-Market,Manufacturing,Taiwan,241,2025-11-20,Churned
391,Company_03526,Enterprise,Financial Services,Singapore,4688,2025-09-17,Active
392,Company_03528,Mid-Market,Manufacturing,Hong Kong,172,2024-08-24,Active
393,Company_03529,SMB,Manufacturing,Japan,59,2024-07-26,Churned
394,Company_03536,Enterprise,Technology,Taiwan,1945,2025-05-04,Churned
395,Company_03537,SMB,Financial Services,Taiwan,68,2024-05-30,Churned
396,Company_03539,Mid-Market,Technology,Japan,172,2024-11-28,Churned
397,Company_03543,SMB,Healthcare,Singapore,53,2025-07-19,Churned
398,Company_03547,Mid-Market,Healthcare,Japan,308,2026-01-19,Active
399,Company_03551,SMB,Manufacturing,Japan,41,2025-05-13,Active
400,Company_03568,Mid-Market,Technology,Japan,419,2026-03-04,Active
401,Company_03583,Mid-Market,Technology,Singapore,226,2025-03-29,Active
402,Company_03588,Mid-Market,Healthcare,Hong Kong,118,2025-06-18,Churned
403,Company_03589,SMB,Healthcare,Taiwan,17,2024-08-28,Churned
404,Company_03601,Mid-Market,Professional Services,Singapore,397,2025-03-22,Churned
405,Company_03606,Enterprise,Financial Services,Taiwan,1711,2024-12-17,Churned
406,Company_03619,SMB,Healthcare,Japan,97,2024-11-22,Churned
407,Company_03630,SMB,Retail,Taiwan,29,2025-02-25,Active
408,Company_03631,Mid-Market,Professional Services,Taiwan,242,2024-11-29,Active
409,Company_03640,SMB,Professional Services,Hong Kong,19,2025-06-20,Churned
410,Company_03642,Enterprise,Retail,Singapore,1248,2025-07-06,Churned
411,Company_03644,SMB,Technology,Taiwan,70,2025-05-14,Active
412,Company_03650,Enterprise,Technology,Taiwan,4380,2024-09-18,Churned
413,Company_03657,Mid-Market,Healthcare,Hong Kong,160,2025-05-04,Active
414,Company_03666,SMB,Professional Services,Japan,57,2024-02-24,Active
415,Company_03677,Enterprise,Technology,Hong Kong,3383,2025-12-02,Active
416,Company_03681,SMB,Professional Services,Singapore,34,2024-06-30,Active
417,Company_03708,Enterprise,Financial Services,Japan,4014,2024-03-20,Churned
418,Company_03721,Mid-Market,Retail,Singapore,351,2026-01-24,Churned
419,Company_03726,SMB,Retail,Taiwan,40,2025-05-23,Churned
420,Company_03733,Mid-Market,Retail,Japan,157,2024-05-27,Active
421,Company_03739,SMB,Manufacturing,Taiwan,71,2024-04-27,Active
422,Company_03753,SMB,Manufacturing,Hong Kong,47,2024-06-14,Active
423,Company_03760,SMB,Healthcare,Hong Kong,30,2025-09-16,Active
424,Company_03769,Mid-Market,Professional Services,Singapore,133,2024-07-25,Churned
425,Company_03793,Enterprise,Manufacturing,Hong Kong,1353,2025-08-22,Active
426,Company_03796,Mid-Market,Retail,Taiwan,275,2025-06-10,Churned
427,Company_03803,SMB,Retail,Taiwan,26,2025-08-21,Active
428,Company_03823,SMB,Technology,Japan,23,2024-03-27,Churned
429,Company_03841,SMB,Retail,Hong Kong,98,2025-04-11,Churned
430,Company_03856,Enterprise,Technology,Taiwan,1802,2025-08-24,Active
431,Company_03862,SMB,Professional Services,Japan,65,2025-08-23,Churned
432,Company_03869,SMB,Technology,Singapore,86,2024-09-04,Churned
433,Company_03870,SMB,Professional Services,Singapore,40,2024-09-10,Churned
434,Company_03873,SMB,Healthcare,Japan,63,2024-03-22,Churned
435,Company_03884,SMB,Professional Services,Singapore,10,2024-05-01,Churned
436,Company_03892,Enterprise,Retail,Singapore,4557,2024-10-16,Active
437,Company_03896,Enterprise,Technology,Singapore,823,2025-08-13,Churned
438,Company_03900,Enterprise,Retail,Japan,4350,2024-06-22,Active
439,Company_03908,SMB,Professional Services,Singapore,34,2024-03-30,Active
440,Company_03911,SMB,Manufacturing,Singapore,88,2025-12-21,Active
441,Company_03914,Enterprise,Retail,Singapore,3538,2024-06-21,Active
442,Company_03917,Mid-Market,Professional Services,Japan,286,2026-01-01,Churned
443,Company_03919,Mid-Market,Healthcare,Taiwan,151,2025-11-01,Churned
444,Company_03940,Mid-Market,Professional Services,Japan,219,2025-09-04,Churned
445,Company_03946,SMB,Retail,Japan,21,2025-08-03,Churned
446,Company_03975,Mid-Market,Healthcare,Singapore,112,2024-11-01,Churned
447,Company_04003,Mid-Market,Retail,Hong Kong,223,2025-06-04,Churned
448,Company_04009,Mid-Market,Financial Services,Singapore,422,2025-05-22,Churned
449,Company_04013,SMB,Retail,Hong Kong,82,2025-01-09,Active
450,Company_04028,Mid-Market,Retail,Hong Kong,375,2024-11-25,Churned
451,Company_04032,SMB,Technology,Taiwan,64,2025-07-08,Active
452,Company_04034,Mid-Market,Technology,Japan,494,2025-04-14,Active
453,Company_04039,SMB,Healthcare,Singapore,79,2025-08-09,Active
454,Company_04063,SMB,Professional Services,Singapore,76,2024-04-30,Churned
455,Company_04077,SMB,Professional Services,Japan,64,2024-11-29,Churned
456,Company_04097,SMB,Manufacturing,Singapore,34,2024-11-04,Churned
457,Company_04103,SMB,Retail,Hong Kong,52,2024-05-29,Active
458,Company_04113,Enterprise,Healthcare,Taiwan,2916,2024-03-28,Churned
459,Company_04144,SMB,Professional Services,Singapore,22,2025-05-29,Churned
460,Company_04153,SMB,Technology,Taiwan,28,2024-08-20,Churned
461,Company_04160,SMB,Retail,Hong Kong,38,2025-06-29,Active
462,Company_04171,Enterprise,Professional Services,Hong Kong,578,2025-10-29,Active
463,Company_04172,SMB,Retail,Singapore,95,2025-04-05,Active
464,Company_04176,Mid-Market,Retail,Japan,341,2025-03-21,Churned
465,Company_04181,Mid-Market,Financial Services,Japan,282,2025-12-12,Active
466,Company_04184,SMB,Professional Services,Taiwan,58,2024-05-08,Churned
467,Company_04191,SMB,Technology,Singapore,67,2024-05-13,Active
468,Company_04199,Enterprise,Professional Services,Japan,2971,2024-10-05,Churned
469,Company_04211,SMB,Retail,Taiwan,50,2024-10-06,Active
470,Company_04219,SMB,Technology,Singapore,41,2024-08-02,Active
471,Company_04251,SMB,Technology,Japan,69,2024-11-15,Churned
472,Company_04257,SMB,Technology,Taiwan,72,2025-02-22,Churned
473,Company_04260,SMB,Manufacturing,Taiwan,14,2024-02-01,Churned
474,Company_04277,SMB,Technology,Taiwan,87,2025-08-06,Active
475,Company_04288,SMB,Technology,Taiwan,60,2025-07-11,Churned
476,Company_04298,SMB,Financial Services,Japan,42,2025-04-03,Churned
477,Company_04306,Mid-Market,Healthcare,Taiwan,179,2024-08-08,Churned
478,Company_04309,Mid-Market,Financial Services,Taiwan,169,2024-05-09,Churned
479,Company_04320,SMB,Financial Services,Hong Kong,56,2024-06-05,Churned
480,Company_04325,Mid-Market,Manufacturing,Taiwan,311,2024-09-01,Churned
481,Company_04330,Enterprise,Healthcare,Japan,2207,2024-10-28,Churned
482,Company_04337,SMB,Manufacturing,Japan,75,2024-07-01,Churned
483,Company_04343,SMB,Manufacturing,Hong Kong,56,2024-04-17,Churned
484,Company_04344,SMB,Manufacturing,Taiwan,18,2025-09-09,Active
485,Company_04359,SMB,Technology,Hong Kong,65,2025-06-19,Churned
486,Company_04360,Enterprise,Retail,Taiwan,733,2025-05-05,Churned
487,Company_04365,SMB,Financial Services,Singapore,35,2025-09-03,Churned
488,Company_04378,SMB,Healthcare,Singapore,24,2024-08-11,Churned
489,Company_04391,SMB,Financial Services,Japan,29,2024-05-30,Active
490,Company_04399,SMB,Retail,Taiwan,18,2024-04-08,Active
491,Company_04409,SMB,Retail,Japan,89,2024-12-07,Churned
492,Company_04412,SMB,Financial Services,Hong Kong,20,2025-11-27,Churned
493,Company_04414,Mid-Market,Professional Services,Singapore,253,2026-01-14,Churned
494,Company_04425,Enterprise,Technology,Taiwan,2669,2026-04-27,Churned
495,Company_04432,Enterprise,Professional Services,Japan,1584,2025-09-10,Churned
496,Company_04444,SMB,Manufacturing,Taiwan,34,2025-08-06,Churned
497,Company_04448,Mid-Market,Financial Services,Singapore,377,2025-02-06,Active
498,Company_04461,SMB,Retail,Hong Kong,20,2025-03-31,Active
499,Company_04462,SMB,Technology,Taiwan,49,2024-02-22,Churned
500,Company_04475,Enterprise,Retail,Hong Kong,3215,2026-02-21,Churned
501,Company_04477,SMB,Manufacturing,Singapore,45,2024-05-05,Active
502,Company_04483,Mid-Market,Healthcare,Hong Kong,129,2025-07-18,Churned
503,Company_04516,Mid-Market,Manufacturing,Hong Kong,225,2024-05-31,Active
504,Company_04546,SMB,Professional Services,Japan,27,2025-08-11,Churned
505,Company_04548,SMB,Technology,Taiwan,71,2024-12-04,Churned
506,Company_04568,Enterprise,Manufacturing,Hong Kong,2726,2025-11-28,Active
507,Company_04572,SMB,Retail,Japan,23,2025-05-16,Active
508,Company_04574,Mid-Market,Professional Services,Singapore,275,2025-11-24,Active
509,Company_04575,Enterprise,Financial Services,Japan,2587,2025-09-06,Churned
510,Company_04576,Mid-Market,Manufacturing,Japan,321,2024-09-23,Active
511,Company_04581,SMB,Healthcare,Hong Kong,42,2025-05-16,Churned
512,Company_04586,SMB,Retail,Taiwan,33,2024-07-19,Churned
513,Company_04594,SMB,Manufacturing,Hong Kong,29,2024-05-15,Churned
514,Company_04595,SMB,Technology,Taiwan,56,2024-11-15,Churned
515,Company_04607,SMB,Technology,Taiwan,57,2024-08-15,Active
516,Company_04609,Mid-Market,Healthcare,Hong Kong,390,2024-04-09,Churned
517,Company_04610,SMB,Retail,Japan,27,2025-03-05,Active
518,Company_04612,Mid-Market,Professional Services,Taiwan,169,2024-11-21,Active
519,Company_04619,Mid-Market,Technology,Japan,355,2024-11-08,Churned
520,Company_04630,Mid-Market,Manufacturing,Taiwan,137,2024-06-18,Active
521,Company_04633,Enterprise,Retail,Hong Kong,2001,2024-04-30,Churned
522,Company_04635,SMB,Technology,Singapore,90,2024-11-06,Churned
523,Company_04636,Enterprise,Retail,Singapore,577,2026-01-13,Active
524,Company_04641,Mid-Market,Retail,Hong Kong,340,2024-10-21,Churned
525,Company_04655,Mid-Market,Retail,Hong Kong,254,2024-10-04,Active
526,Company_04662,SMB,Retail,Japan,45,2025-11-24,Active
527,Company_04663,SMB,Professional Services,Hong Kong,20,2025-11-28,Active
528,Company_04674,Mid-Market,Technology,Taiwan,443,2024-12-11,Churned
529,Company_04677,SMB,Healthcare,Japan,23,2024-07-25,Churned
530,Company_04693,SMB,Technology,Singapore,47,2024-11-23,Churned
531,Company_04694,SMB,Healthcare,Taiwan,96,2024-05-03,Churned
532,Company_04696,SMB,Retail,Japan,76,2026-01-10,Churned
533,Company_04727,SMB,Healthcare,Singapore,59,2025-07-17,Active
534,Company_04730,Enterprise,Financial Services,Hong Kong,1840,2026-06-09,Active
535,Company_04741,Mid-Market,Healthcare,Taiwan,411,2024-09-30,Churned
536,Company_04744,Enterprise,Retail,Singapore,4488,2024-09-07,Churned
537,Company_04750,Mid-Market,Financial Services,Singapore,360,2024-11-22,Churned
538,Company_04758,SMB,Technology,Taiwan,34,2025-04-05,Active
539,Company_04761,Mid-Market,Manufacturing,Singapore,167,2025-08-30,Churned
540,Company_04776,SMB,Professional Services,Hong Kong,91,2025-09-01,Active
541,Company_04780,Mid-Market,Technology,Hong Kong,358,2024-11-10,Churned
542,Company_04787,SMB,Retail,Singapore,46,2024-11-07,Churned
543,Company_04794,Mid-Market,Financial Services,Japan,265,2025-11-02,Active
544,Company_04797,SMB,Healthcare,Taiwan,34,2025-02-24,Active
545,Company_04801,SMB,Manufacturing,Hong Kong,76,2024-02-06,Churned
546,Company_04831,Mid-Market,Professional Services,Singapore,159,2025-07-20,Churned
547,Company_04851,SMB,Healthcare,Taiwan,31,2024-08-21,Churned
548,Company_04854,Enterprise,Technology,Taiwan,1522,2024-05-10,Churned
549,Company_04866,SMB,Professional Services,Singapore,90,2025-10-10,Active
550,Company_04874,Mid-Market,Retail,Taiwan,322,2024-02-15,Churned
551,Company_04895,SMB,Technology,Japan,65,2025-02-19,Churned
552,Company_04905,SMB,Manufacturing,Taiwan,17,2025-09-20,Active
553,Company_04914,SMB,Healthcare,Taiwan,44,2024-08-26,Active
554,Company_04931,SMB,Professional Services,Taiwan,99,2024-04-21,Active
555,Company_04953,SMB,Technology,Singapore,11,2025-12-16,Churned
556,Company_04954,SMB,Retail,Taiwan,98,2025-08-27,Churned
557,Company_04955,SMB,Professional Services,Japan,13,2026-01-13,Churned
558,Company_04969,SMB,Healthcare,Taiwan,84,2025-04-11,Churned
559,Company_04985,SMB,Financial Services,Singapore,81,2025-08-05,Churned
560,Company_05006,SMB,Manufacturing,Hong Kong,84,2026-01-21,Active
561,Company_05007,SMB,Retail,Hong Kong,38,2024-07-12,Churned
562,Company_05013,SMB,Technology,Japan,64,2025-07-28,Active
563,Company_05022,SMB,Healthcare,Singapore,79,2024-04-19,Active
564,Company_05026,Mid-Market,Financial Services,Hong Kong,475,2025-03-22,Churned
565,Company_05041,Enterprise,Retail,Japan,4178,2025-11-09,Active
566,Company_05043,Mid-Market,Technology,Japan,121,2025-05-23,Churned
567,Company_05055,SMB,Manufacturing,Hong Kong,18,2025-02-05,Active
568,Company_05058,Mid-Market,Retail,Hong Kong,340,2024-04-29,Active
569,Company_05066,Mid-Market,Professional Services,Japan,174,2024-05-11,Active
570,Company_05073,SMB,Technology,Taiwan,19,2024-04-05,Churned
571,Company_05087,SMB,Financial Services,Japan,57,2024-11-03,Active
572,Company_05089,SMB,Professional Services,Hong Kong,98,2025-05-29,Active
573,Company_05098,SMB,Professional Services,Hong Kong,21,2025-09-14,Churned
574,Company_05106,SMB,Manufacturing,Taiwan,78,2024-04-01,Churned
575,Company_05116,SMB,Professional Services,Taiwan,43,2025-08-04,Churned
576,Company_05151,Enterprise,Manufacturing,Hong Kong,4318,2025-01-22,Churned
577,Company_05172,SMB,Professional Services,Singapore,46,2025-09-27,Active
578,Company_05174,Mid-Market,Retail,Singapore,232,2025-11-14,Churned
579,Company_05177,Mid-Market,Technology,Hong Kong,121,2025-01-22,Active
580,Company_05192,SMB,Financial Services,Singapore,17,2024-04-28,Churned
581,Company_05194,Enterprise,Retail,Japan,994,2025-01-09,Churned
582,Company_05212,SMB,Manufacturing,Singapore,50,2025-03-10,Churned
583,Company_05233,SMB,Retail,Singapore,42,2025-05-11,Churned
584,Company_05237,SMB,Manufacturing,Hong Kong,97,2025-01-14,Churned
585,Company_05243,SMB,Retail,Singapore,41,2026-02-13,Active
586,Company_05256,SMB,Professional Services,Japan,92,2025-08-31,Active
587,Company_05264,SMB,Healthcare,Singapore,21,2025-11-02,Active
588,Company_05277,SMB,Technology,Japan,95,2025-08-01,Churned
589,Company_05298,SMB,Professional Services,Singapore,30,2025-05-12,Active
590,Company_05316,Mid-Market,Professional Services,Hong Kong,165,2025-06-14,Churned
591,Company_05321,Mid-Market,Technology,Singapore,183,2024-11-30,Churned
592,Company_05332,SMB,Technology,Taiwan,63,2025-07-25,Churned
593,Company_05365,SMB,Retail,Hong Kong,48,2024-11-13,Active
594,Company_05372,Enterprise,Healthcare,Hong Kong,2021,2025-11-14,Active
595,Company_05375,SMB,Healthcare,Taiwan,38,2025-12-04,Active
596,Company_05386,SMB,Professional Services,Singapore,29,2025-04-24,Churned
597,Company_05390,SMB,Technology,Hong Kong,66,2024-07-31,Active
598,Company_05393,Enterprise,Professional Services,Taiwan,1853,2025-07-28,Active
599,Company_05394,SMB,Financial Services,Singapore,48,2024-06-13,Churned
600,Company_05427,Mid-Market,Professional Services,Taiwan,424,2026-03-01,Active
601,Company_05435,SMB,Financial Services,Taiwan,49,2024-04-19,Churned
602,Company_05440,SMB,Healthcare,Hong Kong,97,2025-11-20,Churned
603,Company_05446,Mid-Market,Retail,Japan,424,2026-02-11,Active
604,Company_05449,Mid-Market,Technology,Japan,443,2024-06-19,Churned
605,Company_05450,SMB,Retail,Hong Kong,55,2025-12-29,Active
606,Company_05451,SMB,Professional Services,Hong Kong,14,2025-01-22,Active
607,Company_05453,Mid-Market,Retail,Japan,213,2025-03-20,Active
608,Company_05465,Enterprise,Technology,Hong Kong,4625,2024-10-12,Churned
609,Company_05467,Enterprise,Manufacturing,Singapore,2210,2024-11-18,Churned
610,Company_05487,SMB,Retail,Singapore,48,2025-07-30,Active
611,Company_05489,Enterprise,Healthcare,Hong Kong,4443,2025-04-02,Active
612,Company_05500,SMB,Technology,Taiwan,64,2024-12-02,Churned
613,Company_05504,SMB,Financial Services,Singapore,93,2024-07-02,Churned
614,Company_05510,Mid-Market,Professional Services,Japan,243,2025-07-09,Active
615,Company_05514,SMB,Retail,Japan,89,2024-11-18,Churned
616,Company_05530,Mid-Market,Technology,Hong Kong,399,2025-05-09,Churned
617,Company_05531,Enterprise,Retail,Singapore,3126,2024-12-01,Churned
618,Company_05532,Enterprise,Healthcare,Singapore,2001,2024-07-03,Churned
619,Company_05534,Mid-Market,Professional Services,Hong Kong,463,2024-06-11,Active
620,Company_05537,Mid-Market,Technology,Japan,196,2025-01-18,Churned
621,Company_05546,SMB,Healthcare,Taiwan,29,2025-11-29,Active
622,Company_05550,SMB,Financial Services,Taiwan,50,2025-04-11,Churned
623,Company_05559,Mid-Market,Manufacturing,Taiwan,202,2024-10-16,Churned
624,Company_05560,SMB,Financial Services,Hong Kong,70,2024-07-26,Churned
625,Company_05572,Mid-Market,Professional Services,Hong Kong,343,2025-09-19,Churned
626,Company_05577,Enterprise,Manufacturing,Taiwan,2924,2024-12-06,Active
627,Company_05582,SMB,Manufacturing,Taiwan,33,2024-06-24,Churned
628,Company_05587,SMB,Technology,Hong Kong,30,2025-04-26,Churned
629,Company_05588,SMB,Retail,Hong Kong,91,2024-08-18,Active
630,Company_05606,SMB,Retail,Japan,62,2024-05-02,Churned
631,Company_05610,SMB,Professional Services,Singapore,66,2025-08-02,Churned
632,Company_05611,Mid-Market,Manufacturing,Hong Kong,132,2025-11-10,Active
633,Company_05613,SMB,Technology,Hong Kong,58,2024-05-09,Churned
634,Company_05642,SMB,Financial Services,Singapore,46,2025-10-26,Churned
635,Company_05650,SMB,Manufacturing,Japan,80,2026-02-03,Active
636,Company_05664,SMB,Retail,Taiwan,42,2025-06-25,Churned
637,Company_05685,SMB,Manufacturing,Japan,40,2025-03-31,Churned
638,Company_05701,Mid-Market,Financial Services,Japan,489,2025-04-10,Active
639,Company_05711,SMB,Retail,Hong Kong,54,2024-02-23,Churned
640,Company_05723,SMB,Healthcare,Hong Kong,25,2025-05-10,Active
641,Company_05725,Enterprise,Financial Services,Hong Kong,2848,2026-06-08,Active
642,Company_05740,Mid-Market,Technology,Taiwan,283,2025-05-18,Churned
643,Company_05762,Enterprise,Professional Services,Japan,2847,2024-04-11,Active
644,Company_05764,Mid-Market,Professional Services,Hong Kong,471,2024-06-21,Churned
645,Company_05781,SMB,Technology,Singapore,96,2025-09-24,Active
646,Company_05784,SMB,Manufacturing,Taiwan,61,2025-01-11,Churned
647,Company_05793,SMB,Technology,Taiwan,27,2025-10-10,Churned
648,Company_05818,SMB,Financial Services,Hong Kong,59,2025-07-15,Churned
649,Company_05828,Mid-Market,Financial Services,Singapore,120,2024-12-05,Churned
650,Company_05837,SMB,Retail,Japan,51,2024-06-05,Active
651,Company_05845,Mid-Market,Manufacturing,Japan,275,2026-02-20,Active
652,Company_05852,SMB,Financial Services,Hong Kong,39,2024-12-01,Active
653,Company_05868,SMB,Retail,Singapore,74,2025-11-16,Active
654,Company_05874,SMB,Financial Services,Japan,56,2024-12-31,Churned
655,Company_05880,Mid-Market,Professional Services,Singapore,281,2024-06-07,Active
656,Company_05888,SMB,Healthcare,Hong Kong,54,2024-09-16,Active
657,Company_05890,SMB,Financial Services,Taiwan,79,2024-06-30,Churned
658,Company_05897,SMB,Manufacturing,Taiwan,74,2025-05-19,Churned
659,Company_05900,SMB,Professional Services,Japan,53,2025-05-26,Churned
660,Company_05919,Mid-Market,Manufacturing,Japan,392,2024-07-07,Churned
661,Company_05920,SMB,Financial Services,Hong Kong,85,2025-12-03,Active
662,Company_05948,Mid-Market,Healthcare,Hong Kong,150,2026-01-26,Churned
663,Company_05962,SMB,Professional Services,Singapore,91,2024-03-19,Churned
664,Company_05973,SMB,Professional Services,Singapore,77,2025-10-29,Churned
665,Company_05982,SMB,Professional Services,Taiwan,82,2024-02-19,Churned
666,Company_05988,SMB,Manufacturing,Singapore,17,2024-03-30,Churned
667,Company_05995,Mid-Market,Retail,Hong Kong,212,2026-01-01,Active
668,Company_05996,SMB,Retail,Hong Kong,44,2024-10-08,Churned
669,Company_06010,SMB,Professional Services,Hong Kong,70,2025-07-30,Churned
670,Company_06032,Enterprise,Manufacturing,Singapore,4261,2025-07-10,Churned
671,Company_06038,Mid-Market,Financial Services,Japan,450,2025-05-26,Churned
672,Company_06044,SMB,Financial Services,Taiwan,42,2024-07-25,Churned
673,Company_06065,SMB,Professional Services,Hong Kong,45,2024-05-24,Churned
674,Company_06076,SMB,Professional Services,Hong Kong,88,2025-05-19,Churned
675,Company_06107,SMB,Technology,Hong Kong,83,2024-07-16,Churned
676,Company_06122,Mid-Market,Technology,Singapore,278,2025-08-20,Churned
677,Company_06137,Enterprise,Technology,Taiwan,3239,2024-11-21,Churned
678,Company_06155,SMB,Healthcare,Hong Kong,37,2025-05-09,Active
679,Company_06160,SMB,Healthcare,Hong Kong,87,2024-10-25,Active
680,Company_06174,Mid-Market,Financial Services,Hong Kong,488,2026-01-01,Churned
681,Company_06177,SMB,Manufacturing,Japan,23,2024-08-11,Active
682,Company_06190,SMB,Healthcare,Taiwan,25,2024-12-31,Churned
683,Company_06196,SMB,Manufacturing,Hong Kong,18,2026-01-06,Churned
684,Company_06203,SMB,Professional Services,Taiwan,38,2025-06-18,Churned
685,Company_06206,Mid-Market,Financial Services,Japan,127,2025-06-29,Churned
686,Company_06209,SMB,Manufacturing,Singapore,78,2025-09-04,Churned
687,Company_06229,SMB,Healthcare,Hong Kong,36,2024-02-20,Churned
688,Company_06269,Enterprise,Manufacturing,Taiwan,1686,2024-11-15,Active
689,Company_06270,SMB,Retail,Japan,20,2024-06-11,Churned
690,Company_06287,SMB,Retail,Singapore,33,2025-02-15,Active
691,Company_06295,Mid-Market,Financial Services,Taiwan,153,2025-02-03,Active
692,Company_06305,Mid-Market,Manufacturing,Taiwan,494,2025-07-24,Active
693,Company_06311,Mid-Market,Technology,Taiwan,318,2024-08-21,Churned
694,Company_06317,SMB,Retail,Hong Kong,22,2024-12-06,Active
695,Company_06322,Mid-Market,Professional Services,Taiwan,489,2025-03-12,Active
696,Company_06339,Mid-Market,Healthcare,Japan,431,2024-07-24,Churned
697,Company_06356,SMB,Retail,Singapore,67,2024-06-15,Churned
698,Company_06408,SMB,Financial Services,Taiwan,63,2024-07-13,Active
699,Company_06409,Mid-Market,Professional Services,Taiwan,171,2025-11-30,Active
700,Company_06413,SMB,Professional Services,Taiwan,55,2024-11-12,Churned
701,Company_06418,SMB,Healthcare,Japan,21,2024-09-11,Active
702,Company_06425,SMB,Healthcare,Taiwan,83,2025-04-03,Active
703,Company_06430,Mid-Market,Professional Services,Taiwan,333,2026-01-18,Churned
704,Company_06447,SMB,Healthcare,Taiwan,36,2025-03-24,Churned
705,Company_06451,SMB,Healthcare,Hong Kong,96,2026-01-25,Churned
706,Company_06475,Mid-Market,Professional Services,Singapore,151,2024-12-26,Churned
707,Company_06479,SMB,Technology,Hong Kong,91,2025-12-26,Active
708,Company_06492,Mid-Market,Manufacturing,Singapore,115,2024-10-16,Churned
709,Company_06499,SMB,Professional Services,Singapore,28,2025-11-29,Active
710,Company_06501,SMB,Healthcare,Singapore,91,2024-07-16,Churned
711,Company_06510,SMB,Healthcare,Taiwan,94,2024-04-18,Active
712,Company_06533,Mid-Market,Retail,Hong Kong,407,2025-07-31,Active
713,Company_06542,Enterprise,Retail,Singapore,4737,2024-12-20,Churned
714,Company_06548,Enterprise,Healthcare,Singapore,2535,2025-10-30,Churned
715,Company_06552,SMB,Professional Services,Japan,37,2024-01-29,Churned
716,Company_06562,Mid-Market,Healthcare,Singapore,148,2025-10-06,Churned
717,Company_06575,SMB,Technology,Japan,28,2024-06-25,Churned
718,Company_06577,SMB,Healthcare,Japan,65,2024-05-13,Churned
719,Company_06586,SMB,Manufacturing,Japan,51,2025-02-17,Churned
720,Company_06601,Mid-Market,Technology,Taiwan,172,2024-11-05,Active
721,Company_06614,SMB,Retail,Singapore,93,2025-07-10,Churned
722,Company_06619,SMB,Professional Services,Singapore,74,2025-07-03,Churned
723,Company_06620,Mid-Market,Professional Services,Japan,148,2025-04-01,Churned
724,Company_06646,SMB,Financial Services,Japan,10,2025-09-30,Churned
725,Company_06649,SMB,Technology,Taiwan,17,2024-12-31,Churned
726,Company_06652,SMB,Retail,Japan,66,2025-08-27,Active
727,Company_06657,SMB,Retail,Singapore,46,2024-05-28,Churned
728,Company_06658,SMB,Financial Services,Hong Kong,88,2025-01-10,Active
729,Company_06666,SMB,Manufacturing,Singapore,79,2025-01-25,Churned
730,Company_06672,Enterprise,Retail,Taiwan,4994,2025-07-29,Active
731,Company_06682,Mid-Market,Financial Services,Singapore,438,2024-11-03,Churned
732,Company_06696,Mid-Market,Financial Services,Taiwan,434,2024-12-22,Active
733,Company_06701,Enterprise,Professional Services,Singapore,4910,2025-12-19,Active
734,Company_06705,SMB,Professional Services,Taiwan,71,2025-02-10,Churned
735,Company_06713,SMB,Retail,Hong Kong,19,2025-09-07,Churned
736,Company_06725,SMB,Manufacturing,Japan,11,2025-04-30,Churned
737,Company_06750,Mid-Market,Healthcare,Japan,282,2025-05-13,Churned
738,Company_06770,Enterprise,Professional Services,Japan,2595,2026-03-02,Active
739,Company_06793,SMB,Retail,Hong Kong,76,2024-07-27,Churned
740,Company_06807,SMB,Financial Services,Singapore,47,2024-06-18,Active
741,Company_06820,SMB,Retail,Singapore,14,2025-07-23,Churned
742,Company_06830,SMB,Financial Services,Hong Kong,45,2025-02-16,Active
743,Company_06832,SMB,Technology,Singapore,41,2024-01-24,Churned
744,Company_06833,SMB,Financial Services,Taiwan,81,2025-06-16,Churned
745,Company_06834,Mid-Market,Manufacturing,Hong Kong,127,2024-04-26,Active
746,Company_06835,Enterprise,Technology,Taiwan,969,2024-06-16,Churned
747,Company_06844,SMB,Professional Services,Hong Kong,79,2024-02-25,Churned
748,Company_06849,SMB,Financial Services,Japan,58,2025-07-03,Churned
749,Company_06850,SMB,Technology,Taiwan,62,2025-05-11,Churned
750,Company_06870,Mid-Market,Retail,Hong Kong,310,2025-07-27,Active
751,Company_06883,SMB,Healthcare,Hong Kong,52,2024-06-12,Churned
752,Company_06886,SMB,Technology,Hong Kong,76,2025-06-19,Active
753,Company_06899,Mid-Market,Retail,Singapore,435,2024-12-03,Churned
754,Company_06901,SMB,Healthcare,Singapore,19,2025-07-31,Active
755,Company_06911,SMB,Manufacturing,Japan,50,2024-09-01,Churned
756,Company_06940,Enterprise,Technology,Japan,2210,2025-02-07,Churned
