revenue_id,account_id,revenue_month,starting_mrr,new_mrr,expansion_mrr,contraction_mrr,churn_mrr,ending_mrr
3777,224,2025-09-01,0,0,0,0,0,0
3778,224,2025-10-01,0,0,0,0,0,0
3779,224,2025-11-01,0,0,0,0,0,0
3780,224,2025-12-01,0,0,0,0,0,0
3781,224,2026-01-01,0,0,0,0,0,0
3782,224,2026-02-01,0,0,0,0,0,0
3783,224,2026-03-01,0,0,0,0,0,0
3784,224,2026-04-01,0,0,0,0,0,0
3785,224,2026-05-01,0,0,0,0,0,0
3786,224,2026-06-01,0,0,0,0,0,0
3787,225,2025-11-01,0,3317,0,0,0,3317
3788,225,2025-12-01,3317,0,0,0,0,3317
3789,225,2026-01-01,3317,0,0,0,0,3317
3790,225,2026-02-01,3317,0,0,0,0,3317
3791,225,2026-03-01,3317,0,0,0,0,3317
3792,225,2026-04-01,3317,0,0,0,0,3317
3793,225,2026-05-01,3317,0,0,0,0,3317
3794,225,2026-06-01,3317,0,0,0,0,3317
3795,226,2024-06-01,0,18129,0,0,0,18129
3796,226,2024-07-01,18129,0,0,0,0,18129
3797,226,2024-08-01,18129,0,0,0,0,18129
3798,226,2024-09-01,18129,0,0,0,0,18129
3799,226,2024-10-01,18129,0,0,0,0,18129
3800,226,2024-11-01,18129,0,0,0,18129,0
3801,226,2024-12-01,0,0,0,0,0,0
3802,226,2025-01-01,0,0,0,0,0,0
3803,226,2025-02-01,0,0,0,0,0,0
3804,226,2025-03-01,0,0,0,0,0,0
3805,226,2025-04-01,0,0,0,0,0,0
3806,226,2025-05-01,0,0,0,0,0,0
3807,226,2025-06-01,0,0,0,0,0,0
3808,226,2025-07-01,0,0,0,0,0,0
3809,226,2025-08-01,0,0,0,0,0,0
3810,226,2025-09-01,0,0,0,0,0,0
3811,226,2025-10-01,0,0,0,0,0,0
3812,226,2025-11-01,0,0,0,0,0,0
3813,226,2025-12-01,0,0,0,0,0,0
3814,226,2026-01-01,0,0,0,0,0,0
3815,226,2026-02-01,0,0,0,0,0,0
3816,226,2026-03-01,0,0,0,0,0,0
3817,226,2026-04-01,0,0,0,0,0,0
3818,226,2026-05-01,0,0,0,0,0,0
3819,226,2026-06-01,0,0,0,0,0,0
3820,227,2025-08-01,0,7070,0,0,0,7070
3821,227,2025-09-01,7070,0,0,0,0,7070
3822,227,2025-10-01,7070,0,0,0,0,7070
3823,227,2025-11-01,7070,0,0,0,0,7070
3824,227,2025-12-01,7070,0,0,0,0,7070
3825,227,2026-01-01,7070,0,0,0,0,7070
3826,227,2026-02-01,7070,0,0,1085,0,5985
3827,227,2026-03-01,5985,0,0,0,0,5985
3828,227,2026-04-01,5985,0,0,0,0,5985
3829,227,2026-05-01,5985,0,0,0,0,5985
3830,227,2026-06-01,5985,0,0,0,0,5985
3831,228,2025-09-01,0,4737,0,0,0,4737
3832,228,2025-10-01,4737,0,0,0,0,4737
3833,228,2025-11-01,4737,0,0,0,0,4737
3834,228,2025-12-01,4737,0,0,0,0,4737
3835,228,2026-01-01,4737,0,0,0,0,4737
3836,228,2026-02-01,4737,0,0,0,0,4737
3837,228,2026-03-01,4737,0,0,0,0,4737
3838,228,2026-04-01,4737,0,0,0,0,4737
3839,228,2026-05-01,4737,0,0,0,0,4737
3840,228,2026-06-01,4737,0,0,0,0,4737
3841,229,2025-11-01,0,9644,0,0,0,9644
3842,229,2025-12-01,9644,0,0,0,0,9644
3843,229,2026-01-01,9644,0,0,0,0,9644
3844,229,2026-02-01,9644,0,0,0,0,9644
3845,229,2026-03-01,9644,0,0,0,0,9644
3846,229,2026-04-01,9644,0,0,0,0,9644
3847,229,2026-05-01,9644,0,0,0,0,9644
3848,229,2026-06-01,9644,0,0,0,0,9644
3849,230,2024-03-01,0,76762,0,0,0,76762
3850,230,2024-04-01,76762,0,0,0,0,76762
3851,230,2024-05-01,76762,0,0,0,0,76762
3852,230,2024-06-01,76762,0,0,0,0,76762
3853,230,2024-07-01,76762,0,0,0,0,76762
3854,230,2024-08-01,76762,0,0,0,0,76762
3855,230,2024-09-01,76762,0,0,0,0,76762
3856,230,2024-10-01,76762,0,0,0,0,76762
3857,230,2024-11-01,76762,0,0,0,0,76762
3858,230,2024-12-01,76762,0,0,0,0,76762
3859,230,2025-01-01,76762,0,0,0,0,76762
3860,230,2025-02-01,76762,0,0,0,0,76762
3861,230,2025-03-01,76762,0,0,0,0,76762
3862,230,2025-04-01,76762,0,0,0,0,76762
3863,230,2025-05-01,76762,0,0,0,0,76762
3864,230,2025-06-01,76762,0,0,0,0,76762
3865,230,2025-07-01,76762,0,0,0,0,76762
3866,230,2025-08-01,76762,0,0,0,0,76762
3867,230,2025-09-01,76762,0,0,0,0,76762
3868,230,2025-10-01,76762,0,0,0,0,76762
3869,230,2025-11-01,76762,0,0,0,0,76762
3870,230,2025-12-01,76762,0,0,0,0,76762
3871,230,2026-01-01,76762,0,0,0,0,76762
3872,230,2026-02-01,76762,0,0,0,0,76762
3873,230,2026-03-01,76762,0,22720,0,0,99482
3874,230,2026-04-01,99482,0,0,0,0,99482
3875,230,2026-05-01,99482,0,0,0,0,99482
3876,230,2026-06-01,99482,0,0,0,0,99482
3877,231,2025-05-01,0,21308,0,0,0,21308
3878,231,2025-06-01,21308,0,0,0,0,21308
3879,231,2025-07-01,21308,0,0,0,0,21308
3880,231,2025-08-01,21308,0,0,0,0,21308
3881,231,2025-09-01,21308,0,0,0,21308,0
3882,231,2025-10-01,0,0,0,0,0,0
3883,231,2025-11-01,0,0,0,0,0,0
3884,231,2025-12-01,0,0,0,0,0,0
3885,231,2026-01-01,0,0,0,0,0,0
3886,231,2026-02-01,0,0,0,0,0,0
3887,231,2026-03-01,0,0,0,0,0,0
3888,231,2026-04-01,0,0,0,0,0,0
3889,231,2026-05-01,0,0,0,0,0,0
3890,231,2026-06-01,0,0,0,0,0,0
3891,232,2025-08-01,0,8864,0,0,0,8864
3892,232,2025-09-01,8864,0,2610,0,0,11474
3893,232,2025-10-01,11474,0,0,0,0,11474
3894,232,2025-11-01,11474,0,0,0,0,11474
3895,232,2025-12-01,11474,0,2640,0,0,14114
3896,232,2026-01-01,14114,0,0,0,0,14114
3897,232,2026-02-01,14114,0,0,0,0,14114
3898,232,2026-03-01,14114,0,0,0,0,14114
3899,232,2026-04-01,14114,0,0,0,0,14114
3900,232,2026-05-01,14114,0,0,0,0,14114
3901,232,2026-06-01,14114,0,2371,0,0,16485
3902,233,2024-02-01,0,13521,0,0,0,13521
3903,233,2024-03-01,13521,0,0,0,0,13521
3904,233,2024-04-01,13521,0,0,0,13521,0
3905,233,2024-05-01,0,0,0,0,0,0
3906,233,2024-06-01,0,0,0,0,0,0
3907,233,2024-07-01,0,0,0,0,0,0
3908,233,2024-08-01,0,0,0,0,0,0
3909,233,2024-09-01,0,0,0,0,0,0
3910,233,2024-10-01,0,0,0,0,0,0
3911,233,2024-11-01,0,0,0,0,0,0
3912,233,2024-12-01,0,0,0,0,0,0
3913,233,2025-01-01,0,0,0,0,0,0
3914,233,2025-02-01,0,0,0,0,0,0
3915,233,2025-03-01,0,0,0,0,0,0
3916,233,2025-04-01,0,0,0,0,0,0
3917,233,2025-05-01,0,0,0,0,0,0
3918,233,2025-06-01,0,0,0,0,0,0
3919,233,2025-07-01,0,0,0,0,0,0
3920,233,2025-08-01,0,0,0,0,0,0
3921,233,2025-09-01,0,0,0,0,0,0
3922,233,2025-10-01,0,0,0,0,0,0
3923,233,2025-11-01,0,0,0,0,0,0
3924,233,2025-12-01,0,0,0,0,0,0
3925,233,2026-01-01,0,0,0,0,0,0
3926,233,2026-02-01,0,0,0,0,0,0
3927,233,2026-03-01,0,0,0,0,0,0
3928,233,2026-04-01,0,0,0,0,0,0
3929,233,2026-05-01,0,0,0,0,0,0
3930,233,2026-06-01,0,0,0,0,0,0
3931,234,2025-03-01,0,18562,0,0,0,18562
3932,234,2025-04-01,18562,0,0,0,0,18562
3933,234,2025-05-01,18562,0,0,0,0,18562
3934,234,2025-06-01,18562,0,0,0,0,18562
3935,234,2025-07-01,18562,0,0,0,0,18562
3936,234,2025-08-01,18562,0,0,0,0,18562
3937,234,2025-09-01,18562,0,3071,0,0,21633
3938,234,2025-10-01,21633,0,0,0,0,21633
3939,234,2025-11-01,21633,0,0,0,0,21633
3940,234,2025-12-01,21633,0,0,0,0,21633
3941,234,2026-01-01,21633,0,0,0,0,21633
3942,234,2026-02-01,21633,0,0,0,0,21633
3943,234,2026-03-01,21633,0,0,0,0,21633
3944,234,2026-04-01,21633,0,0,3708,0,17925
3945,234,2026-05-01,17925,0,0,0,0,17925
3946,234,2026-06-01,17925,0,0,0,0,17925
3947,235,2024-08-01,0,20301,0,0,0,20301
3948,235,2024-09-01,20301,0,0,0,0,20301
3949,235,2024-10-01,20301,0,0,0,0,20301
3950,235,2024-11-01,20301,0,0,0,0,20301
3951,235,2024-12-01,20301,0,0,0,0,20301
3952,235,2025-01-01,20301,0,0,2780,0,17521
3953,235,2025-02-01,17521,0,0,0,0,17521
3954,235,2025-03-01,17521,0,0,0,0,17521
3955,235,2025-04-01,17521,0,0,0,0,17521
3956,235,2025-05-01,17521,0,0,0,0,17521
3957,235,2025-06-01,17521,0,0,0,0,17521
3958,235,2025-07-01,17521,0,4181,0,0,21702
3959,235,2025-08-01,21702,0,0,0,0,21702
3960,235,2025-09-01,21702,0,0,0,0,21702
3961,235,2025-10-01,21702,0,0,0,0,21702
3962,235,2025-11-01,21702,0,0,0,0,21702
3963,235,2025-12-01,21702,0,0,0,0,21702
3964,235,2026-01-01,21702,0,0,0,0,21702
3965,235,2026-02-01,21702,0,3894,0,0,25596
3966,235,2026-03-01,25596,0,0,0,0,25596
3967,235,2026-04-01,25596,0,0,0,0,25596
3968,235,2026-05-01,25596,0,0,0,0,25596
3969,235,2026-06-01,25596,0,0,0,0,25596
3970,236,2026-01-01,0,10562,0,0,0,10562
3971,236,2026-02-01,10562,0,0,0,0,10562
3972,236,2026-03-01,10562,0,0,0,0,10562
3973,236,2026-04-01,10562,0,0,0,0,10562
3974,236,2026-05-01,10562,0,0,0,0,10562
3975,236,2026-06-01,10562,0,2611,0,0,13173
3976,237,2025-05-01,0,26921,0,0,0,26921
3977,237,2025-06-01,26921,0,0,0,0,26921
3978,237,2025-07-01,26921,0,0,0,0,26921
3979,237,2025-08-01,26921,0,0,0,0,26921
3980,237,2025-09-01,26921,0,0,0,0,26921
3981,237,2025-10-01,26921,0,0,0,0,26921
3982,237,2025-11-01,26921,0,6289,0,0,33210
3983,237,2025-12-01,33210,0,0,3981,0,29229
3984,237,2026-01-01,29229,0,0,0,0,29229
3985,237,2026-02-01,29229,0,0,0,0,29229
3986,237,2026-03-01,29229,0,0,0,0,29229
3987,237,2026-04-01,29229,0,0,0,0,29229
3988,237,2026-05-01,29229,0,0,0,0,29229
3989,237,2026-06-01,29229,0,0,0,0,29229
3990,238,2025-01-01,0,23756,0,0,0,23756
3991,238,2025-02-01,23756,0,4075,0,0,27831
3992,238,2025-03-01,27831,0,0,0,0,27831
3993,238,2025-04-01,27831,0,0,0,0,27831
3994,238,2025-05-01,27831,0,0,0,0,27831
3995,238,2025-06-01,27831,0,0,0,0,27831
3996,238,2025-07-01,27831,0,0,0,0,27831
3997,238,2025-08-01,27831,0,0,0,0,27831
3998,238,2025-09-01,27831,0,0,0,0,27831
3999,238,2025-10-01,27831,0,0,0,0,27831
4000,238,2025-11-01,27831,0,0,0,0,27831
4001,238,2025-12-01,27831,0,0,0,0,27831
4002,238,2026-01-01,27831,0,0,0,0,27831
4003,238,2026-02-01,27831,0,0,0,0,27831
4004,238,2026-03-01,27831,0,3319,0,0,31150
4005,238,2026-04-01,31150,0,0,0,0,31150
4006,238,2026-05-01,31150,0,0,0,0,31150
4007,238,2026-06-01,31150,0,0,0,0,31150
4008,239,2025-07-01,0,4139,0,0,0,4139
4009,239,2025-08-01,4139,0,0,0,0,4139
4010,239,2025-09-01,4139,0,0,0,0,4139
4011,239,2025-10-01,4139,0,0,0,0,4139
4012,239,2025-11-01,4139,0,0,623,0,3516
4013,239,2025-12-01,3516,0,0,0,0,3516
4014,239,2026-01-01,3516,0,0,0,0,3516
4015,239,2026-02-01,3516,0,0,0,0,3516
4016,239,2026-03-01,3516,0,0,0,0,3516
4017,239,2026-04-01,3516,0,0,0,0,3516
4018,239,2026-05-01,3516,0,0,543,0,2973
4019,239,2026-06-01,2973,0,0,0,0,2973
4020,240,2026-01-01,0,4321,0,0,0,4321
4021,240,2026-02-01,4321,0,1054,0,0,5375
4022,240,2026-03-01,5375,0,0,0,0,5375
4023,240,2026-04-01,5375,0,0,0,0,5375
4024,240,2026-05-01,5375,0,0,0,0,5375
4025,240,2026-06-01,5375,0,573,0,0,5948
4026,241,2025-10-01,0,14539,0,0,0,14539
4027,241,2025-11-01,14539,0,0,2428,0,12111
4028,241,2025-12-01,12111,0,0,0,0,12111
4029,241,2026-01-01,12111,0,0,0,0,12111
4030,241,2026-02-01,12111,0,0,0,0,12111
4031,241,2026-03-01,12111,0,0,0,0,12111
4032,241,2026-04-01,12111,0,0,0,12111,0
4033,241,2026-05-01,0,0,0,0,0,0
4034,241,2026-06-01,0,0,0,0,0,0
4035,242,2024-12-01,0,52667,0,0,0,52667
4036,242,2025-01-01,52667,0,0,0,0,52667
4037,242,2025-02-01,52667,0,0,0,0,52667
4038,242,2025-03-01,52667,0,0,0,0,52667
4039,242,2025-04-01,52667,0,0,0,0,52667
4040,242,2025-05-01,52667,0,0,0,0,52667
4041,242,2025-06-01,52667,0,0,0,0,52667
4042,242,2025-07-01,52667,0,0,0,0,52667
4043,242,2025-08-01,52667,0,0,0,0,52667
4044,242,2025-09-01,52667,0,0,0,0,52667
4045,242,2025-10-01,52667,0,0,0,0,52667
4046,242,2025-11-01,52667,0,0,0,52667,0
4047,242,2025-12-01,0,0,0,0,0,0
4048,242,2026-01-01,0,0,0,0,0,0
4049,242,2026-02-01,0,0,0,0,0,0
4050,242,2026-03-01,0,0,0,0,0,0
4051,242,2026-04-01,0,0,0,0,0,0
4052,242,2026-05-01,0,0,0,0,0,0
4053,242,2026-06-01,0,0,0,0,0,0
4054,243,2026-01-01,0,32223,0,0,0,32223
4055,243,2026-02-01,32223,0,0,0,0,32223
4056,243,2026-03-01,32223,0,0,0,0,32223
4057,243,2026-04-01,32223,0,0,0,32223,0
4058,243,2026-05-01,0,0,0,0,0,0
4059,243,2026-06-01,0,0,0,0,0,0
4060,244,2025-03-01,0,7493,0,0,0,7493
4061,244,2025-04-01,7493,0,0,0,0,7493
4062,244,2025-05-01,7493,0,0,0,0,7493
4063,244,2025-06-01,7493,0,0,0,0,7493
4064,244,2025-07-01,7493,0,0,0,0,7493
4065,244,2025-08-01,7493,0,0,0,0,7493
4066,244,2025-09-01,7493,0,0,0,0,7493
4067,244,2025-10-01,7493,0,0,0,0,7493
4068,244,2025-11-01,7493,0,0,0,7493,0
4069,244,2025-12-01,0,0,0,0,0,0
4070,244,2026-01-01,0,0,0,0,0,0
4071,244,2026-02-01,0,0,0,0,0,0
4072,244,2026-03-01,0,0,0,0,0,0
4073,244,2026-04-01,0,0,0,0,0,0
4074,244,2026-05-01,0,0,0,0,0,0
4075,244,2026-06-01,0,0,0,0,0,0
4076,245,2025-07-01,0,31797,0,0,0,31797
4077,245,2025-08-01,31797,0,5417,0,0,37214
4078,245,2025-09-01,37214,0,0,0,0,37214
4079,245,2025-10-01,37214,0,0,0,37214,0
4080,245,2025-11-01,0,0,0,0,0,0
4081,245,2025-12-01,0,0,0,0,0,0
4082,245,2026-01-01,0,0,0,0,0,0
4083,245,2026-02-01,0,0,0,0,0,0
4084,245,2026-03-01,0,0,0,0,0,0
4085,245,2026-04-01,0,0,0,0,0,0
4086,245,2026-05-01,0,0,0,0,0,0
4087,245,2026-06-01,0,0,0,0,0,0
4088,246,2024-08-01,0,26911,0,0,0,26911
4089,246,2024-09-01,26911,0,0,0,0,26911
4090,246,2024-10-01,26911,0,0,0,26911,0
4091,246,2024-11-01,0,0,0,0,0,0
4092,246,2024-12-01,0,0,0,0,0,0
4093,246,2025-01-01,0,0,0,0,0,0
4094,246,2025-02-01,0,0,0,0,0,0
4095,246,2025-03-01,0,0,0,0,0,0
4096,246,2025-04-01,0,0,0,0,0,0
4097,246,2025-05-01,0,0,0,0,0,0
4098,246,2025-06-01,0,0,0,0,0,0
4099,246,2025-07-01,0,0,0,0,0,0
4100,246,2025-08-01,0,0,0,0,0,0
4101,246,2025-09-01,0,0,0,0,0,0
4102,246,2025-10-01,0,0,0,0,0,0
4103,246,2025-11-01,0,0,0,0,0,0
4104,246,2025-12-01,0,0,0,0,0,0
4105,246,2026-01-01,0,0,0,0,0,0
4106,246,2026-02-01,0,0,0,0,0,0
4107,246,2026-03-01,0,0,0,0,0,0
4108,246,2026-04-01,0,0,0,0,0,0
4109,246,2026-05-01,0,0,0,0,0,0
4110,246,2026-06-01,0,0,0,0,0,0
4111,247,2025-09-01,0,5627,0,0,0,5627
4112,247,2025-10-01,5627,0,0,0,0,5627
4113,247,2025-11-01,5627,0,0,0,0,5627
4114,247,2025-12-01,5627,0,0,1381,0,4246
4115,247,2026-01-01,4246,0,0,0,0,4246
4116,247,2026-02-01,4246,0,798,0,0,5044
4117,247,2026-03-01,5044,0,0,0,0,5044
4118,247,2026-04-01,5044,0,0,0,0,5044
4119,247,2026-05-01,5044,0,0,0,0,5044
4120,247,2026-06-01,5044,0,1079,0,0,6123
4121,248,2024-11-01,0,7384,0,0,0,7384
4122,248,2024-12-01,7384,0,0,0,0,7384
4123,248,2025-01-01,7384,0,0,0,0,7384
4124,248,2025-02-01,7384,0,0,0,0,7384
4125,248,2025-03-01,7384,0,0,0,0,7384
4126,248,2025-04-01,7384,0,1173,0,0,8557
4127,248,2025-05-01,8557,0,0,0,0,8557
4128,248,2025-06-01,8557,0,0,0,0,8557
4129,248,2025-07-01,8557,0,2442,0,0,10999
4130,248,2025-08-01,10999,0,2751,0,0,13750
4131,248,2025-09-01,13750,0,0,0,0,13750
4132,248,2025-10-01,13750,0,0,0,13750,0
4133,248,2025-11-01,0,0,0,0,0,0
4134,248,2025-12-01,0,0,0,0,0,0
4135,248,2026-01-01,0,0,0,0,0,0
4136,248,2026-02-01,0,0,0,0,0,0
4137,248,2026-03-01,0,0,0,0,0,0
4138,248,2026-04-01,0,0,0,0,0,0
4139,248,2026-05-01,0,0,0,0,0,0
4140,248,2026-06-01,0,0,0,0,0,0
4141,249,2025-02-01,0,29684,0,0,0,29684
4142,249,2025-03-01,29684,0,0,0,0,29684
4143,249,2025-04-01,29684,0,0,0,0,29684
4144,249,2025-05-01,29684,0,0,0,0,29684
4145,249,2025-06-01,29684,0,0,0,0,29684
4146,249,2025-07-01,29684,0,0,0,0,29684
4147,249,2025-08-01,29684,0,0,0,0,29684
4148,249,2025-09-01,29684,0,0,0,0,29684
4149,249,2025-10-01,29684,0,3337,0,0,33021
4150,249,2025-11-01,33021,0,0,0,0,33021
4151,249,2025-12-01,33021,0,0,0,33021,0
4152,249,2026-01-01,0,0,0,0,0,0
4153,249,2026-02-01,0,0,0,0,0,0
4154,249,2026-03-01,0,0,0,0,0,0
4155,249,2026-04-01,0,0,0,0,0,0
4156,249,2026-05-01,0,0,0,0,0,0
4157,249,2026-06-01,0,0,0,0,0,0
4158,250,2025-06-01,0,14556,0,0,0,14556
4159,250,2025-07-01,14556,0,0,0,0,14556
4160,250,2025-08-01,14556,0,0,0,0,14556
4161,250,2025-09-01,14556,0,0,0,0,14556
4162,250,2025-10-01,14556,0,3753,0,0,18309
4163,250,2025-11-01,18309,0,0,0,0,18309
4164,250,2025-12-01,18309,0,0,0,0,18309
4165,250,2026-01-01,18309,0,0,0,0,18309
4166,250,2026-02-01,18309,0,0,0,0,18309
4167,250,2026-03-01,18309,0,0,0,0,18309
4168,250,2026-04-01,18309,0,0,0,0,18309
4169,250,2026-05-01,18309,0,5336,0,0,23645
4170,250,2026-06-01,23645,0,0,0,0,23645
4171,251,2024-09-01,0,19078,0,0,0,19078
4172,251,2024-10-01,19078,0,0,0,0,19078
4173,251,2024-11-01,19078,0,0,0,0,19078
4174,251,2024-12-01,19078,0,0,0,0,19078
4175,251,2025-01-01,19078,0,0,0,0,19078
4176,251,2025-02-01,19078,0,0,0,0,19078
4177,251,2025-03-01,19078,0,0,0,19078,0
4178,251,2025-04-01,0,0,0,0,0,0
4179,251,2025-05-01,0,0,0,0,0,0
4180,251,2025-06-01,0,0,0,0,0,0
4181,251,2025-07-01,0,0,0,0,0,0
4182,251,2025-08-01,0,0,0,0,0,0
4183,251,2025-09-01,0,0,0,0,0,0
4184,251,2025-10-01,0,0,0,0,0,0
4185,251,2025-11-01,0,0,0,0,0,0
4186,251,2025-12-01,0,0,0,0,0,0
4187,251,2026-01-01,0,0,0,0,0,0
4188,251,2026-02-01,0,0,0,0,0,0
4189,251,2026-03-01,0,0,0,0,0,0
4190,251,2026-04-01,0,0,0,0,0,0
4191,251,2026-05-01,0,0,0,0,0,0
4192,251,2026-06-01,0,0,0,0,0,0
4193,252,2025-03-01,0,31006,0,0,0,31006
4194,252,2025-04-01,31006,0,7255,0,0,38261
4195,252,2025-05-01,38261,0,0,0,0,38261
4196,252,2025-06-01,38261,0,0,0,0,38261
4197,252,2025-07-01,38261,0,0,0,0,38261
4198,252,2025-08-01,38261,0,0,0,38261,0
4199,252,2025-09-01,0,0,0,0,0,0
4200,252,2025-10-01,0,0,0,0,0,0
4201,252,2025-11-01,0,0,0,0,0,0
4202,252,2025-12-01,0,0,0,0,0,0
4203,252,2026-01-01,0,0,0,0,0,0
4204,252,2026-02-01,0,0,0,0,0,0
4205,252,2026-03-01,0,0,0,0,0,0
4206,252,2026-04-01,0,0,0,0,0,0
4207,252,2026-05-01,0,0,0,0,0,0
4208,252,2026-06-01,0,0,0,0,0,0
4209,253,2024-04-01,0,3189,0,0,0,3189
4210,253,2024-05-01,3189,0,0,0,0,3189
4211,253,2024-06-01,3189,0,0,0,0,3189
4212,253,2024-07-01,3189,0,0,0,0,3189
4213,253,2024-08-01,3189,0,0,0,0,3189
4214,253,2024-09-01,3189,0,0,0,0,3189
4215,253,2024-10-01,3189,0,0,0,0,3189
4216,253,2024-11-01,3189,0,810,0,0,3999
4217,253,2024-12-01,3999,0,0,0,0,3999
4218,253,2025-01-01,3999,0,0,0,0,3999
4219,253,2025-02-01,3999,0,0,0,0,3999
4220,253,2025-03-01,3999,0,0,0,3999,0
4221,253,2025-04-01,0,0,0,0,0,0
4222,253,2025-05-01,0,0,0,0,0,0
4223,253,2025-06-01,0,0,0,0,0,0
4224,253,2025-07-01,0,0,0,0,0,0
4225,253,2025-08-01,0,0,0,0,0,0
4226,253,2025-09-01,0,0,0,0,0,0
4227,253,2025-10-01,0,0,0,0,0,0
4228,253,2025-11-01,0,0,0,0,0,0
4229,253,2025-12-01,0,0,0,0,0,0
4230,253,2026-01-01,0,0,0,0,0,0
4231,253,2026-02-01,0,0,0,0,0,0
4232,253,2026-03-01,0,0,0,0,0,0
4233,253,2026-04-01,0,0,0,0,0,0
4234,253,2026-05-01,0,0,0,0,0,0
4235,253,2026-06-01,0,0,0,0,0,0
4236,254,2024-05-01,0,62289,0,0,0,62289
4237,254,2024-06-01,62289,0,15037,0,0,77326
4238,254,2024-07-01,77326,0,0,16776,0,60550
4239,254,2024-08-01,60550,0,17371,0,0,77921
4240,254,2024-09-01,77921,0,0,0,0,77921
4241,254,2024-10-01,77921,0,0,0,0,77921
4242,254,2024-11-01,77921,0,0,0,0,77921
4243,254,2024-12-01,77921,0,0,0,0,77921
4244,254,2025-01-01,77921,0,0,0,0,77921
4245,254,2025-02-01,77921,0,0,0,0,77921
4246,254,2025-03-01,77921,0,0,0,0,77921
4247,254,2025-04-01,77921,0,10915,0,0,88836
4248,254,2025-05-01,88836,0,0,0,0,88836
4249,254,2025-06-01,88836,0,0,0,0,88836
4250,254,2025-07-01,88836,0,0,15288,0,73548
4251,254,2025-08-01,73548,0,0,0,0,73548
4252,254,2025-09-01,73548,0,0,0,0,73548
4253,254,2025-10-01,73548,0,0,0,0,73548
4254,254,2025-11-01,73548,0,0,0,0,73548
4255,254,2025-12-01,73548,0,0,0,0,73548
4256,254,2026-01-01,73548,0,0,10975,0,62573
4257,254,2026-02-01,62573,0,0,0,0,62573
4258,254,2026-03-01,62573,0,0,0,0,62573
4259,254,2026-04-01,62573,0,0,0,0,62573
4260,254,2026-05-01,62573,0,0,0,62573,0
4261,254,2026-06-01,0,0,0,0,0,0
4262,255,2024-07-01,0,4807,0,0,0,4807
4263,255,2024-08-01,4807,0,0,0,0,4807
4264,255,2024-09-01,4807,0,0,0,0,4807
4265,255,2024-10-01,4807,0,0,0,0,4807
4266,255,2024-11-01,4807,0,0,0,0,4807
4267,255,2024-12-01,4807,0,0,0,0,4807
4268,255,2025-01-01,4807,0,0,0,4807,0
4269,255,2025-02-01,0,0,0,0,0,0
4270,255,2025-03-01,0,0,0,0,0,0
4271,255,2025-04-01,0,0,0,0,0,0
4272,255,2025-05-01,0,0,0,0,0,0
4273,255,2025-06-01,0,0,0,0,0,0
4274,255,2025-07-01,0,0,0,0,0,0
4275,255,2025-08-01,0,0,0,0,0,0
4276,255,2025-09-01,0,0,0,0,0,0
4277,255,2025-10-01,0,0,0,0,0,0
4278,255,2025-11-01,0,0,0,0,0,0
4279,255,2025-12-01,0,0,0,0,0,0
4280,255,2026-01-01,0,0,0,0,0,0
4281,255,2026-02-01,0,0,0,0,0,0
4282,255,2026-03-01,0,0,0,0,0,0
4283,255,2026-04-01,0,0,0,0,0,0
4284,255,2026-05-01,0,0,0,0,0,0
4285,255,2026-06-01,0,0,0,0,0,0
4286,256,2026-02-01,0,35662,0,0,0,35662
4287,256,2026-03-01,35662,0,0,0,0,35662
4288,256,2026-04-01,35662,0,0,0,0,35662
4289,256,2026-05-01,35662,0,0,4113,0,31549
4290,256,2026-06-01,31549,0,0,0,0,31549
4291,257,2025-10-01,0,30525,0,0,0,30525
4292,257,2025-11-01,30525,0,0,0,0,30525
4293,257,2025-12-01,30525,0,0,0,0,30525
4294,257,2026-01-01,30525,0,0,5621,0,24904
4295,257,2026-02-01,24904,0,0,0,0,24904
4296,257,2026-03-01,24904,0,0,0,0,24904
4297,257,2026-04-01,24904,0,5483,0,0,30387
4298,257,2026-05-01,30387,0,0,0,0,30387
4299,257,2026-06-01,30387,0,0,0,0,30387
4300,258,2025-06-01,0,5498,0,0,0,5498
4301,258,2025-07-01,5498,0,0,0,0,5498
4302,258,2025-08-01,5498,0,1482,0,0,6980
4303,258,2025-09-01,6980,0,0,1679,0,5301
4304,258,2025-10-01,5301,0,0,0,0,5301
4305,258,2025-11-01,5301,0,0,0,0,5301
4306,258,2025-12-01,5301,0,0,0,0,5301
4307,258,2026-01-01,5301,0,0,0,0,5301
4308,258,2026-02-01,5301,0,0,0,0,5301
4309,258,2026-03-01,5301,0,0,0,0,5301
4310,258,2026-04-01,5301,0,0,0,0,5301
4311,258,2026-05-01,5301,0,0,1138,0,4163
4312,258,2026-06-01,4163,0,0,0,0,4163
4313,259,2025-08-01,0,3331,0,0,0,3331
4314,259,2025-09-01,3331,0,0,0,0,3331
4315,259,2025-10-01,3331,0,0,0,0,3331
4316,259,2025-11-01,3331,0,0,0,0,3331
4317,259,2025-12-01,3331,0,0,668,0,2663
4318,259,2026-01-01,2663,0,0,0,0,2663
4319,259,2026-02-01,2663,0,0,0,0,2663
4320,259,2026-03-01,2663,0,593,0,0,3256
4321,259,2026-04-01,3256,0,0,0,0,3256
4322,259,2026-05-01,3256,0,0,0,0,3256
4323,259,2026-06-01,3256,0,0,0,0,3256
4324,260,2024-08-01,0,15755,0,0,0,15755
